Name,LigandSmiles,Metal,classification
GECWAP,C(=NNc1ccccn1)c1ccccn1.Cl.Cl,Zn,5.0
GECYOC,O.O.O.O=C(O)COc1ccccc1OCC(=O)O,Zn,7.0
GEDBEY,CCN(CC)c1ccc2cc(C(C)=NNc3ccccn3)c(=O)oc2c1.Cl.Cl,Zn,5.0
GEDTOC,CCC1=C(CC)c2cc3[nH]c([s+]c4nc(cc5[nH]c(cc1n2)c(CC)c5CC)C(CC)=C4CC)c(CC)c3CC,Zn,4.0
GEFSIW,O=C1COc2ccc(cc2)CNCCNCCNCc2ccc(cc2)OCC(=O)NCc2cccc(c2)CN1.c1ccc(-c2ccccn2)nc1,Zn,5.0
GEFSOC,Cc1ccc(-c2ccc(C)cn2)nc1.O=C1COc2ccc(cc2)CNCCNCCNCc2ccc(cc2)OCC(=O)NCc2cccc(c2)CN1,Zn,5.0
GEGQUE,C#N.C#N.c1ccc(Nc2ccccn2)nc1,Zn,4.0
GEHTAS,Cl.Cl.[Cl-].c1ncn(Cc2ccc(-n3cc[nH+]c3)cc2)n1,Zn,4.0
GEHYEB,O=C1C2(c3ccccc3)CN(CCO)CC1(c1ccccc1)CN(CCO)C2.O=[N+]([O-])O,Zn,5.0
GEJGEI,Br.Br.CC[NH+](CC)CCN=Cc1cc(Cl)cc(Cl)c1[O-],Zn,4.0
GEJTEW,CC(=NCc1ccccn1)c1ccccn1.Cl.Cl,Zn,5.0
GEJTIA,Br.Br.CC(=NCc1ccccn1)c1ccccn1,Zn,5.0
GEJYOL,[SeH]c1cccc2ccc(-c3ccccc3)nc12.[SeH]c1cccc2ccc(-c3ccccc3)nc12,Zn,4.0
GEKDIL,CC1=CC(C)=NN1C[SiH]123OCCN1(CCO2)CCO3.Cl.Cl,Zn,4.0
GEKNUJ,Oc1ccccc1C=NCCc1ccccn1.Oc1ccccc1C=NCCc1ccccn1,Zn,4.0
GEKPAR,Cc1ccc(O)c(C=NCCc2ccccn2)c1.Cc1ccc(O)c(C=NCCc2ccccn2)c1,Zn,4.0
GEKPEV,COc1cccc(C=NCCc2ccccn2)c1O.COc1cccc(C=NCCc2ccccn2)c1O,Zn,4.0
GEKVUQ,CC(O)=NN=Cc1cccc2cccnc12.CC(O)=NN=Cc1cccc2cccnc12,Zn,6.0
GEKWEZ,C1CCN2CC3CC(CN4CCCCC34)C2C1.I.I,Zn,4.0
GELFUA,Br.COc1ccc(C=NCC[NH2+]C(C)C)c(O)c1.[Br-],Zn,4.0
GELGAH,Br.Br.CC(=NCCN(C)C)c1ccccn1,Zn,5.0
GELJAI,CCc1c(CC)c2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)CC3)C=C1,Zn,4.0
GELJOX,CCn1ccnc1N=Nc1ccc2ccccc2c1.CCn1ccnc1N=Nc1ccc2ccccc2c1.[N-]=[N+]=N.[N-]=[N+]=N,Zn,4.0
GELKOY,O.O.O.O.O.O=C(O)c1cc([N+](=O)[O-])ccc1O,Zn,6.0
GELPIW,CCc1c(CC)c2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(CC)c3CC)c(-c3ccccc3)c3nc(c2-c2ccccc2)CC3)C=C1.CO,Zn,5.0
GELQET,CCc1c(CC)c2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)CC3)C=C1.CO,Zn,5.0
GELQOE,C1CNCCN2CCNCCNCCN(CCN1)CCNCCNCC2.[OH3+],Zn,5.0
GELZAA,Oc1ccc2ccccc2c1C=NC1CCCC1.Oc1ccc2ccccc2c1C=NC1CCCC1,Zn,4.0
GELZEE,O=[N+]([O-])c1ccc(O)c(C=NC2CCCC2)c1.O=[N+]([O-])c1ccc(O)c(C=NC2CCCC2)c1,Zn,4.0
GEMQUL,c1ccc2sc(N=c3[nH]c4ccccc4s3)nc2c1.c1ccc2sc(N=c3[nH]c4ccccc4s3)nc2c1,Zn,4.0
GENGOW,C.C.CC1(C)CCCC(C)(C)N1[Li]1N(C)(C)CCN1(C)C,Zn,3.0
GENRIE,CC(C)(C)N1C=CN(B(c2ccccc2)(N2C=CN(C(C)(C)C)C2)N2C=CN(C(C)(C)C)C2)C1.Cl,Zn,4.0
GENROK,CC(C)(C)N1C=CN(B(c2ccccc2)(N2C=CN(C(C)(C)C)C2)N2C=CN(C(C)(C)C)C2)C1.CCCC,Zn,4.0
GENRUQ,CC(C)(C)N1C=CN(B(c2ccccc2)(N2C=CN(C(C)(C)C)C2)N2C=CN(C(C)(C)C)C2)=C1.SSSS,Zn,4.0
GENVII,CCCCCCc1ccc(N2C3=N(c4c2c2ccccc2c2ccccc42)B(C)(C)c2cc(c4ccc(O)c(C=NCCN=Cc5cc(c6ccc7c(c6)B(C)(C)N6=C7N(c7ccc(CCCCCC)cc7)c7c6c6ccccc6c6ccccc76)ccc5O)c4)ccc23)cc1.CN(C)C=O,Zn,5.0
GENWAY,O=[N+]([O-])O.O=[N+]([O-])O.c1cn[nH]c1.c1cn[nH]c1.c1cn[nH]c1.c1cn[nH]c1,Zn,6.0
GENWIH,COC(=O)c1ccc(C=NCCN(CCN=Cc2ccc(C(=O)OC)cn2)CCN=Cc2ccc(C(=O)OC)cn2)nc1,Zn,6.0
GENXON,Nc1ccc2ccccc2c1S(=O)(=O)O.Nc1ccc2ccccc2c1S(=O)(=O)O.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Zn,6.0
GEPBAF,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1.CC(=O)N(C)C,Zn,5.0
GEPDAH,Oc1ccccc1-c1nc2ccccc2[nH]1.Oc1ccccc1-c1nc2ccccc2[nH]1,Zn,4.0
GEPLOD,O.O.O.O=Cc1ccc(O)c(C=NCC(=O)O)c1,Zn,6.0
GEPLOG,CC(C)=NCCN=C1CC2CC(C1(C)O)C2(C)C.Cl.Cl,Zn,4.0
GEPMET,Cn1c(O)c(N=O)c(N)nc1=O.Cn1c(O)c(N=O)c(N)nc1=O.O.O,Zn,6.0
GEPPIB,Oc1ccc(CCN=Cc2ccccc2O)cc1.Oc1ccc(CCN=Cc2ccccc2O)cc1,Zn,4.0
GEQBEN,CN1C=NN=N1.CN1C=NN=N1.Cc1c([N+](=O)[O-])c(O)c(N(=O)O)c(O)c1[N+](=O)[O-].Cc1c([N+](=O)[O-])c(O)c(N(=O)O)c(O)c1[N+](=O)[O-],Zn,6.0
GEQCAH,CCN.CCN.CCN.CCN,Zn,4.0
GEQCEL,CCCN.CCCN.CCCN.CCCN,Zn,4.0
GEQCUE,Sc1ccc(Cl)cc1.Sc1ccc(Cl)cc1.c1cnc2c(c1)ccc1cccnc12,Zn,4.0
GEQFAK,COc1cccc(C=NCCC[NH2+]C2CCCCC2)c1[O-].Cl.Cl,Zn,4.0
GEQNAR,CC(C)c1cc(C(C)(C)C)nn1[BH](OC=O)n1nc(C(C)(C)C)cc1C(C)C.Cl,Zn,4.0
GEQVEE,CN(C)CCN(C)C.Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2C(=O)O)c(C)c1.Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2C(=O)O)c(C)c1,Zn,4.0
GEQVII,CN(CCN(C)C(C)(C)C)C(C)(C)C.Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2C(=O)O)c(C)c1.Cl,Zn,4.0
GEQVOR,c1ccc(-c2nc3c(-c4cccs4)ccc(-c4cccs4)c3[nH]2)nc1.c1ccc(-c2nc3c(-c4cccs4)ccc(-c4cccs4)c3[nH]2)nc1,Zn,4.0
GEQXEG,COc1ccccc1-c1cccc(-c2ccccn2)n1.Cl.Cl,Zn,4.0
GEQXOQ,CN(C)c1ccccc1-c1cccc(-c2ccccn2)n1.Cl.Cl,Zn,5.0
GEQZAG,Cc1c(N=NC2=C(O)OC(C)(C)OC2=O)c(=O)n(-c2ccccc2)n1C.Cc1c(N=NC2=C(O)OC(C)(C)OC2=O)c(=O)n(-c2ccccc2)n1C,Zn,6.0
GERLEX,CN(C)CCN(C)C.Cl.[BH3]P(N(CC)CC)N(CC)CC,Zn,4.0
GERTEE,O=C(O)c1cccc(-c2ccccn2)n1.O=C(O)c1cccc(-c2ccccn2)n1,Zn,6.0
GESLEX,CCCCn1cnn(-c2cccc(-n3ncn(CCCC)c3=S)n2)c1=S.Cl.Cl,Zn,5.0
GETGER,CC(=O)c1ccccc1.CC(=O)c1ccccc1.Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Zn,6.0
GETNAX,Cc1ccnc(NP(=O)(O)Nc2cc(C)ccn2)c1.Cc1ccnc(NP(=O)(O)Nc2cc(C)ccn2)c1,Zn,6.0
GETZAG,CC1=C(CCO)SC=N1Cc1cnc(C)nc1N.Cl.Cl.Cl,Zn,4.0
GEVCIV,CC(C)C.CC(C)C.CN(C)CCN(CCN(C)C)CCN(C)C,Zn,4.0
GEVKAX,COc1ccc(O)c(C=Nc2ccccc2-n2nnc3ccccc32)c1.COc1ccc(O)c(C=Nc2ccccc2-n2nnc3ccccc32)c1,Zn,4.0
GEVTOT,Cc1ccc(-n2cc(-c3ccccn3)nn2)cc1.Cc1ccc(-n2cc(-c3ccccn3)nn2)cc1.Cl.Cl,Zn,6.0
GEVWOX,CC(=NN=C(O)c1cn[nH]c1)c1ccccn1.CC(=NNC(=O)c1cn[nH]c1)c1ccccn1,Zn,6.0
GEVXEK,Cc1ccc(N=Cc2ccccc2O)cc1.Cc1ccc(N=Cc2ccccc2O)cc1,Zn,4.0
GEWVEM,Cc1ccc(-c2ccc(C)cn2)nc1.Cl.Cl,Zn,4.0
GEWZAL,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1.C1COCCO1.C1COCCO1,Zn,6.0
GEXQUX,O=C([O-])c1cc(-c2ccccn2)nc(-c2ccccn2)c1.O=C([O-])c1cc(-c2ccccn2)nc(-c2ccccn2)c1,Zn,6.0
GEXXUG,C=CCc1cccc(C=NC23CC4CC(CC(C4)C2)C3)c1O.C=CCc1cccc(C=NC23CC4CC(CC(C4)C2)C3)c1O,Zn,4.0
GEXZEO,Cc1c(Cc2c(C)n(C)n(c3ccccc3)c2S)c(S)n(c2ccccc2)n1C.Cl.Cl,Zn,4.0
GEXZOY,Cc1nn(C(C)C)c(S)c1C=NC1CCCCC1.Cc1nn(C(C)C)c(S)c1C=NC1CCCCC1,Zn,4.0
GEYLII,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC1=C(C)N(C(C)C)CN1C(C)C.Cl,Zn,4.0
GEYLOO,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC1=C(C)N(C(C)C)CN1C(C)C.O=C=[AsH],Zn,4.0
GEYLUU,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC1=C(C)N(C(C)C)C([Si]2([AsH2])N(C(C)(C)C)C=CN2C(C)(C)C)N1C(C)C,Zn,3.0
GEYMEF,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)[si]1=[AsH],Zn,3.0
GEYNOP,NC(=NO)c1cccc(C(N)=NO)n1.NC(=NO)c1cccc(C(N)=NO)n1,Zn,6.0
GEYNUV,CC(=NO)c1cccc(C(C)=NO)n1.CC(=NO)c1cccc(C(C)=NO)n1,Zn,6.0
GEZKUT,C(=Nc1ccccc1SCCSc1ccccc1N=Cc1ccc[nH]1)c1ccc[nH]1,Zn,6.0
GEZLAA,C(=Nc1ccccc1OCCCCOc1ccccc1N=Cc1ccc[nH]1)c1ccc[nH]1,Zn,4.0
GEZLEE,C(=Nc1ccccc1OCCOc1ccccc1N=Cc1ccc[nH]1)c1ccc[nH]1,Zn,5.0
GIBFUU,C=CC.CN(C)CCN(C)CCN(C)C,Zn,4.0
GIBGEF,N#C[N-]C#N.N#C[N-]C#N.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Zn,6.0
GICFUW,O.O.O.O.O=C([O-])c1ccc(-n2ccnc2)nc1.O=C([O-])c1ccc(-n2ccnc2)nc1,Zn,6.0
GICKIO,C[n+]1cccc(C(N)=O)c1.C[n+]1cccc(C(N)=O)c1.[I-].[I-],Zn,4.0
GICKOU,C[n+]1cccc(C(N)=O)c1.C[n+]1cccc(C(N)=O)c1.[Br-].[Br-],Zn,4.0
GICQUG,c1ccc(-c2cc(-c3ccc(-c4ccncc4)cc3)cc(-c3ccccn3)n2)nc1.c1ccc(-c2cc(-c3ccc(-c4ccncc4)cc3)cc(-c3ccccn3)n2)nc1,Zn,6.0
GICWIA,Oc1ccc(N=Cc2cccc(C=Nc3ccc(O)cc3)n2)cc1.Oc1ccc(N=Cc2cccc(C=Nc3ccccc3)n2)cc1,Zn,6.0
GIFDEH,O.O.O.O.O=[N+]([O-])N=c1[nH]nn[nH]1.O=[N+]([O-])N=c1[nH]nn[nH]1,Zn,6.0
GIFKAJ,O=C1C2(c3ccccc3)CN(CC(n3cccn3)n3cccn3)CC1(c1ccccc1)CN(CC(n1cccn1)n1cccn1)C2,Zn,6.0
GIFQAQ,C=CCN=Cc1cc(Br)ccc1O.C=CCN=Cc1cc(Br)ccc1O,Zn,4.0
GIFTEY,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC1CCC1,Zn,3.0
GIFTIC,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC1CCCC1,Zn,3.0
GIFTOI,C=CCC.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C,Zn,3.0
GIGPIZ,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1.N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1.NCc1ccccn1.NCc1ccccn1,Zn,6.0
GIGRUK,Cl.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Zn,5.0
GIGXIE,Oc1ccccc1C=Nc1ccc2ccccc2c1.Oc1ccccc1C=Nc1ccc2ccccc2c1,Zn,4.0
GIGYEB,Cn1c(CN(Cc2nc3ccccc3n2C)Cc2nc3ccccc3n2C)nc2ccccc21.I,Zn,5.0
GIGYII,C=C(C)C(=O)O.C=C(C)C(=O)O.C=Cn1ccnc1.C=Cn1ccnc1,Zn,4.0
GIHBOP,CC(C)(C)O[Si](S)(OC(C)(C)C)OC(C)(C)C.CC(C)(C)O[Si](S)(OC(C)(C)C)OC(C)(C)C.CCc1ncc[nH]1,Zn,5.0
GIJKOD,Cc1c(-c2cccc(-c3ccccn3)n2)nc(-c2ccccn2)n1O.I.I,Zn,5.0
GIJLAQ,Br.Br.Cc1c(-c2cccc(-c3ccccn3)n2)nc(-c2ccccn2)n1O,Zn,5.0
GIJLEU,Cc1c(-c2cccc(-c3ccccn3)n2)nc(-c2ccccn2)n1O.Cl.Cl,Zn,5.0
GIJMES,Br.Br.c1ccc(Nc2ccccn2)nc1,Zn,4.0
GIKTIH,Cc1cc(C)c(C2=CC(c3ccccc3)=NC2=Nc2[nH]c(-c3ccccc3)cc2-c2c(C)cc(C)cc2C)c(C)c1.Cc1cc(C)c(C2=CC(c3ccccc3)=NC2=Nc2[nH]c(-c3ccccc3)cc2-c2c(C)cc(C)cc2C)c(C)c1,Zn,4.0
GILGEO,C(=Nc1ccc2ccccc2c1)c1ccccn1.C(=Nc1ccc2ccccc2c1)c1ccccn1.O=[N+]([O-])O.O=[N+]([O-])O,Zn,6.0
GILSIF,Nc1ncnc2[nH]cnc12.O.O.O=C(O)c1cccc(C(=O)O)n1,Zn,6.0
GILVII,Cl.c1cc2cc(c1)OCc1cn(nn1)CCN1CCn3cc(nn3)COc3cccc(c3)CNCCN(CCNC2)CCNCc2cccc(c2)OCc2cn(nn2)CC1,Zn,5.0
GILVUW,CN(C)CCN(C)C.Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1.c1ccccc1,Zn,4.0
GILWIJ,CO.CO.O=Cc1cc(Br)ccc1O.O=Cc1cc(Br)ccc1O,Zn,6.0
GILWOP,O=Cc1cc([N+](=O)[O-])ccc1O.O=Cc1cc([N+](=O)[O-])ccc1O.c1ccc(Nc2ccccn2)nc1,Zn,6.0
GILWUV,O=Cc1cc(Cl)ccc1O.O=Cc1cc(Cl)ccc1O.c1ccc(-c2ccccn2)nc1,Zn,6.0
GILZEG,CN(C)CCN(C)C.CSc1sc(=S)sc1S.CSc1sc(=S)sc1S,Zn,4.0
GIMWAC,CC(=O)O.CC(=O)O.CC(C)(C)N.CC(C)(C)N,Zn,4.0
GINVAD,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)s2)cc1.c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)s2)cc1,Zn,6.0
GIPFAO,Cc1cccc(Nc2ccccc2C(=O)O)c1C.Cc1cccc(Nc2ccccc2C(=O)O)c1C.ON=C(c1ccccn1)c1ccccn1.ON=C(c1ccccn1)c1ccccn1,Zn,6.0
GIPJOI,O.O.O.O.O=C([O-])c1ccc(C[n+]2ccc(C=Cc3ccncc3)cc2)cc1.O=C([O-])c1ccc(C[n+]2ccc(C=Cc3ccncc3)cc2)cc1,Zn,6.0
GIQKAU,COc1cccc(C=[NH+]c2ccccc2)c1[O-].COc1cccc(C=[NH+]c2ccccc2)c1[O-].N=C=S.N=C=S,Zn,6.0
GIQNON,Br.COc1cccc(C=NC(C#N)=C(C#N)NCc2ccccn2)c1[O-],Zn,5.0
GIQNUT,CN(C)C=O.N#CC(N=Cc1cc([N+](=O)[O-])ccc1O)=C(C#N)NCc1ccccn1,Zn,5.0
GIQPAB,CN(C)C=O.N#CC(N=Cc1ccccc1O)=C(C#N)NCc1ccccn1,Zn,5.0
GIQPII,CN(C)c1ccncc1.CN(C)c1ccncc1.N=C=S.N=C=S,Zn,4.0
GIQTOQ,CCNCCN=Cc1ccccn1.Cl.Cl,Zn,5.0
GIQZIP,CCC1=C(C)c2nc1cc1[nH]c(c(C)c1CC)c1c3nc(cc4[nH]c(c(C)c4CC)c2-c2ccccc2NC(=O)CN2CCOCCOCCN(CCOCCOCC2)CC(=O)Nc2ccccc2-1)C(CC)=C3C.O,Zn,5.0
GIRMAW,CN1CCN(C)C1=NCCN=C1N(C)CCN1C.Cl.Cl,Zn,4.0
GIRMEA,CC(=O)O.CC(=O)O.CN1CCN(C)C1=NCCN=C1N(C)CCN1C,Zn,4.0
GIRMEB,CC(=O)O.CC(=O)O.Nc1nnnn1N.Nc1nnnn1N,Zn,4.0
GIRMIE,CN1CCN(C)C1=NCCN=C1N(C)CCN1C.CN1CCN(C)C1=NCCN=C1N(C)CCN1C,Zn,4.0
GIRZEO,C(=NCc1cccnc1)c1cccc(C=NCc2cccnc2)n1.C(=NCc1cccnc1)c1cccc(C=NCc2cccnc2)n1,Zn,6.0
GISJEY,Br.Br.c1ccc(Sc2ccccn2)nc1,Zn,4.0
GISJOI,CC(=O)O.CC(=O)O.c1cc(-c2nc3ccccc3[nH]2)cc(-c2nc3ccccc3[nH]2)c1.c1cc(-c2nc3ccccc3[nH]2)cc(-c2nc3ccccc3[nH]2)c1,Zn,4.0
GISPUT,CC1CCNC(C)CNC(C)CCNC(C)CN1.O.O,Zn,6.0
GISQAA,CC1CCNC(C)CNC(C)CCNC(C)CN1.[N-]=[N+]=N.[N-]=[N+]=N,Zn,6.0
GISQEE,CC1CCNC(C)CNC(C)CCNC(C)CN1.N=C=S.N=C=S,Zn,6.0
GITCEV,CSC(S)=NN=C(C)c1ccccn1.CSC(S)=NN=C(C)c1ccccn1,Zn,6.0
GITCOB,CSCCN1CCCN(CCSC)CCC1.I.I,Zn,4.0
GITCOF,CSC(S)=NN=Cc1ccc2ccccc2n1.CSC(S)=NN=Cc1ccc2ccccc2n1,Zn,6.0
GITCUH,Br.Br.c1ccncc1.c1ccncc1,Zn,4.0
GITNEF,CC.CN(C)CCN(CCN(C)C)CCN(C)C,Zn,5.0
GITNIJ,CN(C)CCN(CCN(C)C)CCN(C)C.O=CO,Zn,5.0
GITNOP,CN(C)CCN(CCN(C)C)CCN(C)C.OC(c1ccccc1)c1ccccc1,Zn,5.0
GITQOT,CS(C)=O.CS(C)=O.Cc1cccc(Nc2ccccc2C(=O)O)c1C.Cc1cccc(Nc2ccccc2C(=O)O)c1C,Zn,4.0
GITVEM,Cc1cc(CN(Cc2ccccn2)Cc2ccccn2)c(O)c(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1.Cl,Zn,5.0
GIVPUZ,c1csc(CN2CCN(Cc3nccs3)CCN(Cc3nccs3)CC2)n1,Zn,6.0
GIVQOS,CS(C)=O.O=[N+]([O-])c1ccc(O)c(C=NOCCON=Cc2cc([N+](=O)[O-])ccc2O)c1,Zn,5.0
GIVTEO,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc(cc5nc(cc6ccc2[nH]6)-c2sc6ccccc6c2-5)[nH]4)C=C3)cc1,Zn,4.0
GIWHAW,NCc1nc2ccccc2[nH]1.NCc1nc2ccccc2[nH]1.O,Zn,5.0
GIWLUV,CN(C)CCN(C)C.Cc1ccccc1.Cl,Zn,4.0
GIWMOQ,Cl.Cl.O=c1c([O-])c(-c2ccccc2)[nH]c2ccccc12,Zn,4.0
GIXBAU,C[N+](C)(C)CCCn1nnc2ccccc21.I.I.[I-],Zn,4.0
GIXDIB,Br.Br.CCNCCN=Cc1ccccn1,Zn,5.0
GIXDOH,O.O.O.O=C(O)CNS(=O)(=O)c1cccc(C(=O)O)c1.O=C(O)CNS(=O)(=O)c1cccc(C(=O)O)c1,Zn,5.0
GIXHIH,N=C=S.N=C=S.OCc1ccncc1.OCc1ccncc1,Zn,4.0
GIXJOM,O=C(CCc1cccnc1)Nc1ccccc1-c1c2nc(c3c4ccc([nH]4)c4c5nc(c(c6ccc1[nH]6)-c1ccccc1NC(=O)CCN1CCN(CCC(=O)Nc6ccccc6-3)CCN(CCC(=O)Nc3ccccc3-4)CC1)C=C5)C=C2,Zn,5.0
GIXMUV,Cn1c(C(O)c2nc(-c3ccccc3)c(-c3ccccc3)n2C)nc(-c2ccccc2)c1-c1ccccc1.Cn1c(C(O)c2nc(-c3ccccc3)c(-c3ccccc3)n2C)nc(-c2ccccc2)c1-c1ccccc1,Zn,4.0
GIXNOU,CC(=NNc1nc(N2CCOCC2)nc(N2CCOCC2)n1)c1ccccn1.Cl.Cl,Zn,5.0
GIXPIQ,NC(N)=[NH+]CCCC(N)C(=O)O.NC(N)=[NH+]CCCC(N)C(=O)[O-].[N-]=[N+]=N,Zn,5.0
GIXSUE,O=C(Nc1cccc([N+](=O)[O-])c1)C(=O)Nc1cccc([N+](=O)[O-])c1.O=C([N-]c1cccc([N+](=O)[O-])c1)C(=O)[N-]c1cccc([N+](=O)[O-])c1,Zn,4.0
GIXTAL,O=C(Nc1ccc(Br)cc1)C(=O)Nc1ccc(Br)cc1.O=C([N-]c1ccc(Br)cc1)C(=O)[N-]c1ccc(Br)cc1,Zn,4.0
GIYDOK,CC(C)(C)c1ccc2c(c1)-c1c3nc(c4c5ccc([nH]5)c(c5nc(c(c6ccc1[nH]6)-c1cc(C(C)(C)C)ccc1OCCO2)C=C5)-c1cc(C(C)(C)C)ccc1OCCOc1ccc(C(C)(C)C)cc1-4)C=C3.c1c[nH]cn1,Zn,5.0
GIYDUQ,CC(C)(C)c1ccc2c(c1)-c1c3nc(c4c5ccc([nH]5)c(c5nc(c(c6ccc1[nH]6)-c1cc(C(C)(C)C)ccc1OCCO2)C=C5)-c1cc(C(C)(C)C)ccc1OCCOc1ccc(C(C)(C)C)cc1-4)C=C3.CO,Zn,5.0
GIYLIM,CC.CC.c1cnc2c(c1)ccc1cccnc12,Zn,4.0
GIYLOS,CC.CC.Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,Zn,4.0
GIYMAC,C1C[NH+]2CCN1CC2.N=C=S.N=C=S.N=C=S,Zn,4.0
GIYPEM,Cl.Cl.c1ccc(Cc2ccccn2)nc1,Zn,4.0
GIYZAR,Cc1c(C)c(C)c(C)c1C.Fc1cc(F)c(F)c(F)c1F,Zn,6.0
GIYZEV,CC(C)(C)N1C=CN(C(C)(C)C)C1.CC1=C(C)C(C)C(C)=C1C.Fc1cc(F)c(F)c(F)c1F,Zn,3.0
GIYZIZ,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)C1.CC1=C(C)C(C)C(C)=C1C.Fc1cc(F)c(F)c(F)c1F,Zn,3.0
GIYZOF,CC1=C(C)C(C)C(C)=C1C.Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.Fc1cc(F)c(F)c(F)c1F,Zn,3.0
GIZCUQ,Cc1ccc(Oc2cc3c(cc2Oc2ccc(C)nc2)-c2nc-3nc3[nH]c(nc4nc(nc5[nH]c(n2)c2cc(Oc6ccc(C)nc6)c(Oc6ccc(C)nc6)cc52)-c2cc(Oc5ccc(C)nc5)c(Oc5ccc(C)nc5)cc2-4)c2cc(Oc4ccc(C)nc4)c(Oc4ccc(C)nc4)cc32)cn1.Cc1cccnc1,Zn,5.0
GOBSUL,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1O,Zn,4.0
GOCQUL,C(=NC1CC1)c1ccccn1.Cl.Cl,Zn,4.0
GOCROH,COc1ccc(-c2cc(-c3ccccn3)nn2-c2ccccn2)cc1.Cl.Cl,Zn,4.0
GODCOU,Brc1ccc(C(c2ccc3ccc4cccnc4c3n2)c2ccc(Br)s2)s1.Cl.Cl,Zn,4.0
GODCUA,Brc1ccc(C(c2ccc(N=Cc3ccc4ccc5cccnc5c4n3)cc2)c2ccc(Br)s2)s1.Cl.Cl,Zn,5.0
GOFROL,COc1nnc(N(Cc2ccccn2)Cc2ccccn2)nn1.Cl.Cl,Zn,4.0
GOGHIT,CC(c1ccccn1)N(Cc1ccccn1)Cc1ccccn1.Cl,Zn,5.0
GOGHOZ,Cl.c1ccc(C(c2ccccn2)N(Cc2ccccn2)Cc2ccccn2)cc1,Zn,5.0
GOHDUD,C1=CC2=C(c3ccccc3)C3=CC=C(N3)C(c3ccccc3)=C3C=CC(=N3)C(c3ccccc3)=C3C=CC(=C(c4ccccc4)C1=N2)N3.C1=CC2=C3N=C4c5ccccc5C5=NC6=N7C(=NC(=C2C=C1)N3B7(Oc1cccnc1)N45)c1ccccc16,Zn,5.0
