Name,LigandSmiles,Metal,classification
FOQXIS,CC#N[Li]1(O23c4cccc5c4O([Li]2(N#CC)O2(c4cccc6c4O([Li]24Oc2cccc7c2O4C(C)(C)C7)C(C)(C)C6)[Li]32Oc3cccc4c3O2C(C)(C)C4)C(C)(C)C5)Oc2cccc3c2O1C(C)(C)C3.Cl,Zn,4.0
FORJUS,CC.CC.Cc1cc(C)n(Cn2nc(C)cc2C)n1,Zn,4.0
FORKAZ,CC.Cc1cc(C)n(Cn2nc(C)cc2C)n1.O=CO,Zn,4.0
FORKED,CC(=O)O.CC(=O)O.Cc1cc(C)n(Cn2nc(C)cc2C)n1,Zn,4.0
FOSJIJ,CC(O)=CC(C)=NCCCN(C)C.Cc1cccc(C)c1O,Zn,4.0
FOTNOS,Cc1cc(C)c(C2=NC(=C(c3ccc(-c4c(C)cc(C)cc4C)[nH]3)c3c(C)cc(C)cc3C)C=C2)c(C)c1.Cl.c1ccncc1,Zn,4.0
FOTPAI,NC(=S)NN=CC(=O)O.NC(=S)NN=CC(=O)O,Zn,6.0
FOVBIE,OCCN=C(c1ccccc1)c1ccccn1.OCCN=C(c1ccccc1)c1ccccn1,Zn,6.0
FOVJAC,C[NH2+]CCN=Cc1cccc(OC)c1[O-].C[NH2+]CCN=Cc1cccc(OC)c1[O-].N=C=S,Zn,5.0
FOVQAI,CC(O)(P(=O)(O)O)P(=O)(O)O.CC(O)(P(=O)([O-])O)P(=O)(O)O.O.O,Zn,6.0
FOWBOJ,Br.Br.Brc1ccc(N=Cc2ccccn2)cc1,Zn,4.0
FOWGAA,Oc1ccc(C=NN=C(S)Nc2ccccc2)c(O)c1.c1cnc2c(c1)ccc1cccnc12,Zn,5.0
FOWHEF,O=C(O)c1cccc([N+](=O)[O-])c1.O=C(O)c1cccc([N+](=O)[O-])c1.Oc1cccnc1.Oc1cccnc1,Zn,4.0
FOWNUD,C[Si](C)(C)N[Si](C)(C)C.Cc1cc(C)c(C(=C2C=CC(c3c4ccccc4cc4ccccc34)=N2)c2ccc(-c3c4ccccc4cc4ccccc34)[nH]2)c(C)c1,Zn,3.0
FOXCIG,COC(=O)NN.COC(=O)NN.N=C=S.N=C=S,Zn,6.0
FOXZUO,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccccn3)n2)nc1.c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccccn3)n2)nc1,Zn,6.0
FOYFAB,Cl.Cl.Fc1ccccc1CNC1CCCCC1NCc1ccccc1F,Zn,4.0
FOZBAY,CC(C)N(C(=O)O)C(C)C.CC(C)N(C(=O)O)C(C)C.CN(C)C(=N)N(C)C.CN(C)C(=N)N(C)C,Zn,4.0
FOZBIG,CC.CC(C)N(C(=O)O)C(C)C.CN(C)C(=Nc1cccc2cccc(N=C(N(C)C)N(C)C)c12)N(C)C,Zn,4.0
FOZBUS,CC.CC(C)CN(CC(C)C)C(=O)O.CN(C)C(=Nc1cccc2cccc(N=C(N(C)C)N(C)C)c12)N(C)C,Zn,4.0
FOZGEH,N#C[C-](N=O)C1=NCCCN1.N#C[C-](N=O)C1=NCCCN1.NCCCN,Zn,6.0
FOZJOU,Fc1ccc(N=Cc2cccc(C=Nc3ccc(F)cc3)n2)cc1.Fc1ccc(N=Cc2cccc(C=Nc3ccc(F)cc3)n2)cc1,Zn,6.0
FOZJUA,COc1ccc(N=Cc2cccc(C=Nc3ccc(OC)cc3)n2)cc1.COc1ccc(N=Cc2cccc(C=Nc3ccc(OC)cc3)n2)cc1,Zn,6.0
FOZKEL,Fc1cccc(N=Cc2cccc(C=Nc3cccc(F)c3)n2)c1.Fc1cccc(N=Cc2cccc(C=Nc3cccc(F)c3)n2)c1,Zn,6.0
FOZKOV,Oc1ccc(N=Cc2cccc(C=Nc3ccc(O)cc3)n2)cc1.Oc1ccc(N=Cc2cccc(C=Nc3ccc(O)cc3)n2)cc1,Zn,6.0
FOZSAO,CN(C)C=O.CN(C)C=O.Cl.FC(F)(F)C(Cl)Cl,Zn,4.0
FUBJOC,C(=Nc1ccc(-c2ccccc2)cc1)c1cccc(C=Nc2ccc(-c3ccccc3)cc2)n1.C(=Nc1ccc(-c2ccccc2)cc1)c1cccc(C=Nc2ccc(-c3ccccc3)cc2)n1,Zn,6.0
FUBJUI,C(=NC(c1ccccc1)c1ccccc1)c1cccc(C=NC(c2ccccc2)c2ccccc2)n1.C(=NC(c1ccccc1)c1ccccc1)c1cccc(C=NC(c2ccccc2)c2ccccc2)n1,Zn,6.0
FUBKAP,C(=NCc1ccccc1)c1cccc(C=NCc2ccccc2)n1.C(=NCc1ccccc1)c1cccc(C=NCc2ccccc2)n1,Zn,6.0
FUBNEY,O=N(O)O.O=[N+]([O-])O.Oc1ccc(C2=C(OCc3ccccn3)N=C(c3ccccn3)S2)cc1,Zn,6.0
FUBTIF,CN1CCN(C)CCN(C)Cc2cccc(n2)CN(C)CC1,Zn,5.0
FUDNIC,O=C([O-])CC(O)C(=O)O.O=C([O-])CC(O)C(=O)O,Zn,6.0
FUDNOI,O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)[O-],Zn,6.0
FUDVIK,Cl.Cl.c1ccc(N=C(NC(=Nc2ccccc2)c2ccccc2)c2ccccc2)cc1,Zn,4.0
FUFJUO,CSC(=N)NN=Cc1ccccn1.CSC(=N)NN=Cc1ccccn1,Zn,6.0
FUFVAE,Nc1ccccc1C(=O)O.c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,Zn,5.0
FUFVIM,Nc1nc(CC(=O)O)cs1.Nc1nc(CC(=O)O)cs1.O,Zn,5.0
FUGGEU,O=C([O-])c1cc(O)cc(C(=O)O)n1.O=C([O-])c1cc(O)cc(C(=O)O)n1,Zn,6.0
FUGNEB,O.O.O=c1cc[nH]cc1S(=O)(=O)O.O=c1cc[nH]cc1S(=O)(=O)O,Zn,6.0
FUGPIH,NCCN.O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1.O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Zn,4.0
FUGWOV,C1CCN(CCN2CCCC2)C1.C[SiH](C)[SiH]([SiH](C)C)[SiH](C)C.Cl,Zn,4.0
FUGYAK,Cl.Cl.Cn1ccn(Cc2cccc3cccnc23)c1=S.Cn1ccn(Cc2cccc3cccnc23)c1=S,Zn,4.0
FUHKOK,CCn1ccnc1N=Nc1ccccc1SC.CCn1ccnc1N=Nc1ccccc1SC.I.I,Zn,4.0
FUHRAD,c1ccc(Cc2nc3ccccc3[nH]2)c(Cc2nc3ccccc3[nH]2)c1.c1ccc(Cc2nc3ccccc3[nH]2)c(Cc2nc3ccccc3[nH]2)c1,Zn,4.0
FUJGUM,Cc1nccn1C.Cc1nccn1C.Cc1nccn1C.Cc1nccn1C,Zn,4.0
FUJYAN,CC(C)(C)c1cc(C=Nc2cccnc2N=Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.O,Zn,5.0
FULSOV,O.O.O.O.O=c1c([N+](=O)[O-])cn(O)cc1[N+](=O)[O-].O=c1c([N+](=O)[O-])cn(O)cc1[N+](=O)[O-],Zn,6.0
FULSOX,Cl.Cl.Cn1ccn(C)c1=S.Cn1ccn(C)c1=S,Zn,4.0
FULSUD,Cn1ccn(C)c1=[Se].Cn1ccn(C)c1=[Se].Cn1ccn(C)c1=[Se].Cn1ccn(C)c1=[Se],Zn,4.0
FULZOD,O=C(N=C(S)N1CCCCC1)c1ccccc1.O=C(N=C(S)N1CCCCC1)c1ccccc1,Zn,4.0
FUMGIE,NCc1ccccn1.NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl.NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl.O,Zn,5.0
FUNKIL,NC(=N[N+](=O)[O-])Nc1nnc(O)nn1.NC(=N[N+](=O)[O-])Nc1nnc(O)nn1.O.O.O.O,Zn,6.0
FUNPOW,Cc1ccc2cccc(O)c2n1.Cc1ccc2cccc(O)c2n1.O,Zn,5.0
FUPCEY,N#Cc1ccccc1-c1c2nc(c(-c3ccccc3C#N)c3ccc([nH]3)c(-c3ccccc3C#N)c3nc(c(-c4ccccc4C#N)c4ccc1[nH]4)C=C3)C=C2.c1ccncc1,Zn,5.0
FUPPOW,FC(F)(F)c1ccc(CC(C2=NCCO2)=C2NCCO2)cc1.FC(F)(F)c1ccc(CC(C2=NCCO2)=C2NCCO2)cc1,Zn,4.0
FUPQIQ,O=[N+]([O-])c1ccc(O)c(Cl)c1.O=[N+]([O-])c1ccc(O)c(Cl)c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Zn,6.0
FUPQOW,O.O.O.O=[N+]([O-])c1ccc(O)c(Cl)c1.O=[N+]([O-])c1ccc(O)c(Cl)c1,Zn,5.0
FUPVIW,CCN(CC)c1nc(-n2nc(C)cc2C)nc(-n2nc(C)cc2C)n1.CCN(CC)c1nc(-n2nc(C)cc2C)nc(-n2nc(C)cc2C)n1,Zn,6.0
FUPVOB,Br.Br.C1=CN2N=CNC2N=C1.C1=CN2N=CNC2N=C1,Zn,4.0
FUQHUV,CC(C)(C)c1cccc(C=Nc2cc(Cl)c(Cl)cc2N=Cc2cccc(C(C)(C)C)c2O)c1O.c1ccc(P(c2ccccc2)c2ccncc2)cc1,Zn,5.0
FUQQIS,CCCCCCn1c2ccccc2c2cc(C=Cc3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)ccc21.S.S,Zn,5.0
FUQTET,Br.CCC1=C(CC)C(Br)=NC1=Cc1[nH]c(C=C2N=C(Br)C(CC)=C2CC)c(CC)c1CC,Zn,4.0
FUQVUK,CC(=O)O.CC(=O)O.Cc1nc2ccccc2[nH]1.Cc1nc2ccccc2[nH]1,Zn,4.0
FURSOC,Cl.Cl.S=C(Nc1ccccc1)N(Cc1ccccn1)Cc1ccccn1,Zn,4.0
FUSDUV,I.I.N#Cc1cnccn1.N#Cc1cnccn1,Zn,4.0
FUSFAD,Br.Br.N#Cc1cnccn1.N#Cc1cnccn1,Zn,4.0
FUSWEY,Cl.Cl.NC(=NN1C(=O)c2ccccc2NC1c1ncc[nH]1)c1cnccn1,Zn,5.0
FUSWOI,NC(=NN1C(=O)c2ccccc2NC1c1ncc[nH]1)c1ccccn1.O.O.O=[N+]([O-])O,Zn,6.0
FUTCEE,CC1(C)COC(C2=NC(C)(C)CO2)=N1.Cl.Cl,Zn,4.0
FUTCOO,CC1(C)COC(C2=NC(C)(C)CO2)=N1.I.I,Zn,4.0
FUTCUT,CCN(CC)C1=O[Lu+3]2345678O=C(N(CC)CC)c9cccc(n92)C2=N3c3cc(ccc3N2C)Cc2ccc3c(c2)N2=C(c9cccc%10n9[Lu+3]29%11%12%13(N2=C(c%14cccc(n%149)C9=N%11c%11cc(ccc%11N9C)Cc9ccc%11c(c9)N4=C(c4cccc1n45)N%11C)N(C)c1ccc(Cc4ccc5c(c4)N=C(c4ccc(C)cn4)N5C)cc12)(N1=C%10N(C)c2ccc(Cc4ccc5c(c4)N=C(c4ccc(C)cn4)N5C)cc21)N1=C(c2cccc(n2%12)C2=N%13c4cc(ccc4N2C)Cc2ccc4c(c2)N6=C(c2cccc(n27)C(N(CC)CC)=O8)N4C)N(C)c2ccc(Cc4ccc5c(c4)N=C(c4ccc(C)cn4)N5C)cc21)N3C,Zn,6.0
FUTNUE,CC(=O)C1=Cc2nc1cc1ccc([nH]1)c(-c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1nc(cc3ccc([nH]3)c2-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C(C(C)=O)=C1,Zn,4.0
FUWGAG,CNC(S)=NN=C(c1ccccn1)c1ccccn1.CNC(S)=NN=C(c1ccccn1)c1ccccn1,Zn,6.0
FUXKIT,Cl.Cl.c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1.c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,Zn,4.0
FUXLAN,C[Si](C)(C)C(c1ccccn1)=[PH](c1ccccc1)c1ccccc1.C[Si](C)(C)C(c1ccccn1)=[PH](c1ccccc1)c1ccccc1,Zn,4.0
FUXLER,CC(C)[PH](=C(C(=O)O[Si](C)(C)C)c1ccccn1)C(C)C.CC(C)[PH](=C(C(=O)O[Si](C)(C)C)c1ccccn1)C(C)C,Zn,4.0
FUXMAM,Cc1cc(C)c(C)c(S)c1C.Cc1cc(C)c(C)c(S)c1C.Cn1ccnc1.Cn1ccnc1,Zn,4.0
FUXMEQ,CC(C)c1cc(C(C)C)c(S)c(C(C)C)c1.CC(C)c1cc(C(C)C)c(S)c(C(C)C)c1.c1ccc(-c2ccccn2)nc1,Zn,4.0
FUZGOX,NC(=O)c1ccncc1.NC(=O)c1ccncc1.O.O.O.O,Zn,6.0
FUZKES,CCC1=C(C)C(=C(c2[nH]c(C)c(CC)c2C)c2c(C)cc(C)cc2C)N=C1C.N#CC(C1=NC(c2ccccc2)CO1)=C1NC(c2ccccc2)CO1,Zn,4.0
FUZKOD,Cl.Cl.Cn1ccn(Cc2ccccn2)c1=[Se],Zn,4.0
FUZLAQ,Br.Br.Cn1ccn(Cc2ccccn2)c1=[Se],Zn,4.0
FUZXIJ,Brc1cccc(Nc2ccccn2)n1.N=C=S.N=C=S,Zn,4.0
FUZXOP,N=C=S.N=C=S.Nc1ccccn1.Nc1ccccn1,Zn,4.0
FUZYEH,O.O=C(O)c1ccc(F)cc1O.O=C(O)c1ccc(F)cc1O.c1cnc2c(c1)ccc1cccnc12,Zn,5.0
GABNII,Cl.Cl.c1ccc(-c2nc3ccccc3[nH]2)c(SSc2ccccc2-c2nc3ccccc3[nH]2)c1,Zn,4.0
GABNOO,Br.Br.c1ccc(-c2nc3ccccc3[nH]2)c(SSc2ccccc2-c2nc3ccccc3[nH]2)c1,Zn,4.0
GABWEN,O.OC1(c2ccccc2)C2=NC(=C(c3ccccc3)C3=NC(=C(c4ccccc4)c4ccc([nH]4)C(c4ccccc4)=C4C=CC1=N4)C=C3)C=C2,Zn,5.0
GABXUE,CC(C)(C)c1ccc(Oc2cc3c(cc2Oc2ccc(C(C)(C)C)cc2)C2=NC3=NC3=NC(=Nc4nc(c5cccc6cccc4c65)N=C4NC(=N2)c2cc(Oc5ccc(C(C)(C)C)cc5)c(Oc5ccc(C(C)(C)C)cc5)cc24)c2cc(Oc4ccc(C(C)(C)C)cc4)c(Oc4ccc(C(C)(C)C)cc4)cc23)cc1.c1ccncc1,Zn,5.0
GABYEO,[N-]=[N+]=N.c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,Zn,5.0
GABYIS,N=C=S.c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,Zn,5.0
GACJEC,Cl.Cl.Cn1c(-c2cc(OCc3ccccc3)cc(-c3nc4ccccc4n3C)n2)nc2ccccc21,Zn,5.0
GACPEF,Cn1ccnc1CN1CCN(CC(=O)O)CCN(Cc2nccn2C)CC1,Zn,6.0
GACWUG,COc1cccc(C=NCC(C)(C)CN=Cc2cccc(OC)c2O)c1O.O,Zn,5.0
GACXIU,CC(=O)O.Cl.NCCSSCC[NH3+].[Cl-],Zn,4.0
GADFUO,Sc1ccccc1N=Cc1ccccc1.Sc1ccccc1N=Cc1ccccc1,Zn,4.0
GADSUZ,Cc1cc(N)n[nH]1.Cc1cc(N)n[nH]1.Cl.Cl,Zn,4.0
GAFZIZ,CC(C)(C)c1cc(C=NCc2ccccn2)c(O)c(C(C)(C)C)c1.CC(C)(C)c1cc(C=NCc2ccccn2)c(O)c(C(C)(C)C)c1,Zn,5.0
GAGGAY,c1ccc(-c2cc(OCc3ccc4c(c3)OCCOCCOCCOCCO4)cc(-c3ccccn3)n2)nc1.c1ccc(-c2cc(OCc3ccc4c(c3)OCCOCCOCCOCCO4)cc(-c3ccccn3)n2)nc1,Zn,6.0
GAGVIV,Nc1nncs1.O.O.O=C(O)C1C2CCC(O2)C1C(=O)O,Zn,6.0
GAGWUJ,Cl.Cl.O=C(Nc1ccncc1)c1ccccn1.O=C(Nc1ccncc1)c1ccccn1,Zn,4.0
GAGZAQ,CC(C)N=C(NC(C)C)N(C)C.CC(C)N=C(NC(C)C)N(C)C.Cc1cc(C)c(B(O)c2c(C)cc(C)cc2C)c(C)c1,Zn,4.0
GAGZEU,Cc1ccc(N2C=CNC2=S)cc1.Cc1ccc(n2ccn([BH](n3ccn(c4ccc(C)cc4)c3S)n3ccn(c4ccc(C)cc4)c3S)c2S)cc1,Zn,4.0
GAJFIH,C1CN2CCNCCN(CCN1)CC2.O.O,Zn,6.0
GAJGUU,O=N(O)O.O=N(O)O.c1ccc(CN2CCNCc3ccccc3OCc3cccc(n3)COc3ccccc3CNCC2)cc1,Zn,7.0
GAJHAC,Cc1cc(C=Nc2cccc3cccnc23)c(O)c(CO)c1.Cc1cc(C=Nc2cccc3cccnc23)c(O)c(CO)c1,Zn,6.0
GAJQEN,CC1=C(C)C(C)C(C)=C1C.CC1=C(C)C(C)C(C)=C1C.CC1=C(C)N(C)CN1C,Zn,3.0
GAKDAX,c1ccc(CN2CCCN(Cc3ccccn3)CCCN(Cc3ccccc3)Cc3cccc(n3)C2)cc1,Zn,5.0
GAKFEG,CCC1=C(C)c2nc1cc1[nH]c(c(C)c1CC)c(-c1ccc(N)cc1)c1nc(cc3[nH]c(c(C)c3CC)c2-c2ccc(N)cc2)C(CC)=C1C.CO,Zn,5.0
GAKKUY,Sc1ccccc1.Sc1ccccc1.Sc1ccccc1.Sc1ccccc1,Zn,4.0
GAKLEJ,[SeH]c1ccccc1.[SeH]c1ccccc1.[SeH]c1ccccc1.[SeH]c1ccccc1,Zn,4.0
GAKQIV,CO.C[n+]1ccc(N=Cc2cccc(C(C)(C)C)c2O)c(N=Cc2cccc(C(C)(C)C)c2O)c1,Zn,5.0
GAKQOB,CC(=O)O.CC(=O)O.CC(C)(C)c1cc(C=Nc2cnccc2N)c(O)c(C(C)(C)C)c1.CC(C)(C)c1cc(C=Nc2cnccc2N)c(O)c(C(C)(C)C)c1,Zn,4.0
GAKWEU,CCC1=C(CC)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC)c5CC)C(CC)=C4CC)c(CC)c3CC.Cn1ccnc1,Zn,5.0
GALFUV,CN(CCc1ccccn1)CC(C)(C)S.Cl,Zn,4.0
GALGAC,CN(CCc1ccccn1)CC(C)(C)S.Sc1ccccc1,Zn,4.0
GALGEG,CN(CCc1ccccn1)CC(C)(C)S.O=[N+]([O-])c1ccc(S)cc1,Zn,4.0
GALGIK,CN(CCc1ccccn1)CC(C)(C)S.Fc1c(F)c(F)c(S)c(F)c1F,Zn,4.0
GALKEJ,I.I.O.O,Zn,4.0
GALKOX,Cl.Clc1cc2cccnc2c2ncccc12.Clc1cc2cccnc2c2ncccc12.O,Zn,6.0
GALWOJ,Cl.Cl.c1ccc(N(c2cccc(N(c3ccccc3)P(c3ccccc3)c3ccccc3)n2)P(c2ccccc2)c2ccccc2)cc1,Zn,4.0
GAMBOL,CN1CCCC1=O.Clc1cccc(Cl)c1-c1c2nc(c(-c3c(Cl)cccc3Cl)c3ccc([nH]3)c(-c3c(Cl)cccc3Cl)c3nc(c(-c4c(Cl)cccc4Cl)c4ccc1[nH]4)C=C3)C=C2,Zn,5.0
GAMJUD,O=S(=O)(O)C(F)(F)F.O=S(=O)(O)C(F)(F)F.c1ccc(N(c2cccc(N(c3ccccc3)P(c3ccccc3)c3ccccc3)n2)P(c2ccccc2)c2ccccc2)cc1,Zn,5.0
GAMLIR,C.c1ccc(SC(Sc2ccccn2)Sc2ccccn2)nc1,Zn,4.0
GAMLUD,N=C=O.c1ccc(SC(Sc2ccccn2)Sc2ccccn2)nc1,Zn,5.0
GAMMAK,O=CO.c1ccc(SC(Sc2ccccn2)Sc2ccccn2)nc1,Zn,5.0
GAMMEO,[N-]=[N+]=N.c1ccc(SC(Sc2ccccn2)Sc2ccccn2)nc1,Zn,5.0
GAMMOY,c1ccc(SC(Sc2ccccn2)Sc2ccccn2)nc1,Zn,3.0
GANGIM,CC(C)(C)c1cc(CN(Cc2ccccn2)Cc2cccc(-c3ccccc3)n2)c(O)c(C(C)(C)C)c1.O,Zn,5.0
GANGOS,Cc1cccc(CN(Cc2cccc(C)n2)Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)n1.O,Zn,5.0
GANGUY,CC(C)(C)c1cc(CN(Cc2cccc(-c3ccccc3)n2)Cc2cccc(-c3ccccc3)n2)c(O)c(C(C)(C)C)c1,Zn,4.0
GANHAF,CC(C)(C)c1cc(CN(Cc2ccccn2)Cc2cccc(-c3ccccc3)n2)c(O)c(C(C)(C)C)c1.O=[N+]([O-])c1ccc(O)cc1,Zn,5.0
GANHEJ,CC(C)(C)c1cc(CN(Cc2ccccn2)Cc2cccc(-c3ccccc3)n2)c(O)c(C(C)(C)C)c1.c1ccncc1,Zn,5.0
GANHIN,CC(=O)c1ccccn1.CC(C)(C)c1cc(CN(Cc2ccccn2)Cc2cccc(-c3ccccc3)n2)c(O)c(C(C)(C)C)c1,Zn,6.0
GANTIA,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1.O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1.c1ccc2[nH]c(Cn3ccnc3)nc2c1.c1ccc2[nH]c(Cn3ccnc3)nc2c1,Zn,4.0
GANVEZ,CO1c2cccc3c2O[Tb]12456(Oc1c(cccc1O2C)C=NOCCON=C3)(ON(=O)O4)(ON(=O)O5)ON(=O)O6.c1ccncc1,Zn,5.0
GANVOJ,CO1c2cccc3c2O[Sm]12456(Oc1c(cccc1O2C)C=NOCCON=C3)(ON(=O)O4)(ON(=O)O5)ON(=O)O6.c1ccncc1,Zn,5.0
GANXUQ,CC(O)c1nnc(C(C)O)n1N.CC(O)c1nnc(C(C)O)n1N.O=[N+]([O-])O.O=[N+]([O-])O,Zn,4.0
GANZIG,O.O.c1cc(-c2n[nH]c(-c3cnccn3)n2)ccn1.c1cc(-c2n[nH]c(-c3cnccn3)n2)ccn1,Zn,6.0
GAPJAI,CCCCCCCCc1ccc(-c2c3nc(c(-c4ccc(CCCCCCCC)cc4)c4ccc([nH]4)c(-c4ccc(CCCCCCCC)cc4)c4nc(c(-c5ccc(CCCCCCCC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Zn,4.0
GAPZAB,COc1ccccc1N=Cc1cc(Br)ccc1O.COc1ccccc1N=Cc1cc(Br)ccc1O,Zn,6.0
GAQYOM,Cn1ccnc1.Cn1ccnc1.O=C(O)c1ccc[nH]1.O=C(O)c1ccc[nH]1,Zn,4.0
GARBIN,CS(=O)(=O)c1nccc(-c2cccnc2)n1.CS(=O)(=O)c1nccc(-c2cccnc2)n1.Cl.Cl,Zn,4.0
GARPEV,Cl.Cl.Cn1cc[nH]c1=S.Cn1cc[nH]c1=S,Zn,4.0
GARPIZ,Br.Br.Cn1cc[nH]c1=S.Cn1cc[nH]c1=S,Zn,4.0
GARPOF,Cn1cc[nH]c1=S.Cn1cc[nH]c1=S.Cn1cc[nH]c1=S.I,Zn,4.0
GARQUM,Cn1ccnc1N=Nc1ccccc1.Cn1ccnc1N=Nc1ccccc1.N=C=O.N=C=O,Zn,4.0
GARSEZ,Cl.Cl.Nc1nc2ccccc2s1.Nc1nc2ccccc2s1,Zn,4.0
GASWAA,C(=Cc1ccncc1)c1ccncc1.C(=Cc1ccncc1)c1ccncc1.O.O.O.O,Zn,6.0
GATDOW,C1=CC2=C(c3ccccc3)C3=CC=C(N3)C(c3ccccc3)=C3C=CC(=N3)C(c3ccccc3)=C3C=CC(=C(c4ccccc4)C1=N2)N3.FB1(F)N2C=CC=C2C(C2=CC=CO2)=C2C=CC(Oc3cccnc3)=N21,Zn,5.0
GATLOD,CC1CCC(C(C)C)C2(C1)N=C(c1ccccn1)c1ccccc1O2.Cl.Cl,Zn,4.0
GATXAC,CO1CCO(C)[K]123(OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O[K]14(OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2)(O(C)CCO1C)O(C)CCO4C)O(C)CCO3C,Zn,4.0
GAVNUQ,O=Cc1cc(Br)cc(Br)c1O.O=Cc1cc(Br)cc(Br)c1O.c1cnc2c(c1)ccc1cccnc12,Zn,5.0
GAVPAY,O=Cc1cc(Br)cc(Br)c1O.O=Cc1cc(Br)cc(Br)c1O.c1ccc(Nc2ccccn2)nc1,Zn,5.0
GAVSIG,C[NH+](C)CCN=Cc1cc(Cl)cc(Cl)c1[O-].Cl.Cl,Zn,4.0
GAVSII,Cl.Cl.O=P(C(C=CNc1ccccc1)=Nc1ccccc1)(c1ccccc1)c1ccccc1,Zn,4.0
GAVSOM,Cl.Oc1ccc(Br)cc1C=NCCc1nc2ccccc2[nH]1,Zn,4.0
GAWBAL,Cl.Cl.Nc1c(Cl)cc(Cl)c2ccc(CCNCCN3CCCCC3)nc12,Zn,4.0
GAWHIW,Br.Br.COc1ccn(O)cc1.COc1ccn(O)cc1,Zn,4.0
GAWJOD,Br.C1CNCCCNCCCNC1,Zn,4.0
GAWRIJ,CCN(CC)c1ccc(N=Cc2cc(N=Nc3ccccc3Sc3ccccc3)ccc2O)cc1.CCN(CC)c1ccc(N=Cc2cc(N=Nc3ccccc3Sc3ccccc3)ccc2O)cc1,Zn,4.0
GAWROP,CCN(CC)c1ccc(N=Cc2cc(N=Nc3ccccc3Oc3ccccc3)ccc2O)cc1.CCN(CC)c1ccc(N=Cc2cc(N=Nc3ccccc3Oc3ccccc3)ccc2O)cc1,Zn,4.0
GAWTEF,CC(C)(C)c1cc(C=NCc2ccccn2)c(O)c(Cn2cc(COc3c4cc(C(C)(C)C)cc3Cc3cc(C(C)(C)C)cc(c3O)Cc3cc(C(C)(C)C)cc(c3OCc3cn(Cc5cc(C(C)(C)C)cc(C=NCc6ccccn6)c5O)nn3)Cc3cc(C(C)(C)C)cc(c3O)C4)nn2)c1,Zn,5.0
GAXLID,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1.Cl.Cl,Zn,5.0
GAXLOJ,Br.Br.CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,Zn,5.0
GAXLUP,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1.I.I,Zn,5.0
GAYLUN,Nc1[nH+]cnc2c1ncn2C1OC(CO[PH]([O-])(O)O[PH]([O-])(O)O[PH]([O-])([O-])O)C(O)C1O.Nc1[nH+]cnc2c1ncn2C1OC(CO[PH]([O-])(O)O[PH]([O-])(O)O[PH]([O-])([O-])O)C(O)C1O,Zn,6.0
GAYZIP,NC(=S)C(=O)O.NC(=S)C(=O)O.O,Zn,5.0
GAYZOV,NC(=O)C(=O)S.NC(=O)C(=O)S.O,Zn,5.0
GECLUZ,OCCN1CCN(C(=S)S)CC1.OCCN1CCN(C(=S)S)CC1.c1cnc2c(c1)ccc1cccnc12,Zn,4.0
GECVAO,CC#N.CC(=NN(C)C(=O)c1ccccc1)c1ccccn1.FB(F)(F)F,Zn,5.0
GECVUI,Cl.Cl.O=C(NN=Cc1ccccn1)c1ccccc1,Zn,5.0
