smiles,Name,LigandSmiles,Metal,bondorder,oxidation_states,classification
[H]O->[Zn+2]12(<-O=C([O-])c3cnc(C)cn->13)(<-O=C([O-])c1cnc(C)cn->21)<-O[H],SEZVID,Cc1cnc(C(=O)O)cn1.Cc1cnc(C(=O)O)cn1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])Cc3cn4ccccc4n->13)<-O=C([O-])Cc1cn3ccccc3n->21,ABEGOG,O.O=C(O)Cc1cn2ccccc2n1.O=C(O)Cc1cn2ccccc2n1,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-N3=NC(c4ccncc4)=NC3=C3C=NC=C[N-]->13)<-N1=NC(c3ccncc3)=NC1=C1C=NC=C[N-]->21,GANZIG,O.O.c1cc(-c2n[nH]c(-c3cnccn3)n2)ccn1.c1cc(-c2n[nH]c(-c3cnccn3)n2)ccn1,Zn,6.0,+2,1
[H]O->[Fe+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1ccc(C(C)=O)cc1)<-n1ccc(C(C)=O)cc1,BOYDOI,CC(=O)c1ccncc1.CC(=O)c1ccncc1.N=C=S.N=C=S.O.O,Fe,6.0,+2,1
[H]O->[Fe+2]12345<-NCCN->1(CCN->2)CCN->3=C->4(C)C(C)(C)[O-]->5,SUJVAW,CC(=NCCN(CCN)CCN)C(C)(C)O.O,Fe,6.0,+2,1
[H]O->[Ru+2](<-O=C(C)[O-])(<-O=C(C)[O-])(<-[S+](C)(C)[O-])(<-[S+](C)(C)[O-])<-[S+](C)(C)[O-],WOHNEM,CC(=O)O.CC(=O)O.CS(C)=O.CS(C)=O.CS(C)=O.O,Ru,6.0,+2,1
[H]O->[Cd+2]12(<-[O-]C(=O)c3c[nH]cn->13)(<-[O-]C(=O)c1c[nH]cn->21)<-O[H],SUJZAZ,O.O.O=C(O)c1c[nH]cn1.O=C(O)c1c[nH]cn1,Cd,6.0,+2,1
[H]O->[Zn+2]123<-[O-]c4ccc(C(C)(C)C)cc4C=N->1C(c1ccccc1)C(c1ccccc1)N->2=Cc1cc(C(C)(C)C)ccc1[O-]->3,JAJBOO,CC(C)(C)c1ccc(O)c(C=NC(c2ccccc2)C(N=Cc2cc(C(C)(C)C)ccc2O)c2ccccc2)c1.O,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])C(c3ccccc3)N->1=Cc1ccccc1[O-]->2)<-O[H],POWDOV,O.O.O=C(O)C(N=Cc1ccccc1O)c1ccccc1,Zn,5.0,+2,1
[H]O->[Fe+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1ccnc(Sc2cnccn2)c1)<-n1ccnc(Sc2cnccn2)c1,MEWCAU,N=C=S.N=C=S.O.O.c1cnc(Sc2cnccn2)cn1.c1cnc(Sc2cnccn2)cn1,Fe,6.0,+2,1
[H]O->[Ru+2]12(<-n3cccn3[BH-](n3cccn->13)n1cccn->21)(<-P(C)(C(C)C)C(C)C)<-P(C)(C(C)C)C(C)C,VEBYOQ,CC(C)P(C)C(C)C.CC(C)P(C)C(C)C.O.c1cnn([BH](n2cccn2)n2cccn2)c1,Ru,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])CN->1(CC(=O)O)CC([O-])=O->2)(<-O[H])<-O[H],SOJXUK,O.O.O.O=C(O)CN(CC(=O)O)CC(=O)O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3cnccn->13)(<-O=C([O-])c1cnccn->21)<-O[H],TEWNEO,O.O.O=C(O)c1cnccn1.O=C(O)c1cnccn1,Zn,6.0,+2,1
[H]O->[Fe+2]1234(<-O=C5C=C([O-])c6ccccc6C->15=O->2)(<-O=C1C=C([O-])c2ccccc2C->31=O->4)<-O[H],JETGIY,O.O.O=C1C=C(O)C(=O)c2ccccc21.O=C1C=C(O)C(=O)c2ccccc21,Fe,6.0,+2,1
[H]O->[Fe+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1cccc(C=Nn2cnnc2)c1)<-n1cccc(C=Nn2cnnc2)c1,QUWGOG,C(=Nn1cnnc1)c1cccnc1.C(=Nn1cnnc1)c1cccnc1.N=C=S.N=C=S.O.O,Fe,6.0,+2,1
[H]O->[Cd+2]123(<-[O-]c4ccccc4C=N->1CCCN->2C)<-N1=CC=C([H])[CH-]C1=C1N=NN=N->31,VONPOF,CNCCCN=Cc1ccccc1O.O.c1ccc(-c2nnn[nH]2)nc1,Cd,6.0,+2,1
[H]O->[Pd+2](<-O[H])(<-[c-]1c(F)c(F)c(F)c(F)c1F)<-[As](c1ccccc1)(c1ccccc1)c1ccccc1,CUTDAW,Fc1cc(F)c(F)c(F)c1F.O.O.c1ccc([As](c2ccccc2)c2ccccc2)cc1,Pd,4.0,+2,1
[H]O->[Cd+2](<-O=C([O-])c1ccc[n+]([O-])c1)(<-O=C([O-])c1ccc[n+]([O-])c1)(<-O[H])(<-O[H])<-O[H],FOVGON,O.O.O.O.O=C(O)c1ccc[n+]([O-])c1.O=C(O)c1ccc[n+]([O-])c1,Cd,6.0,+2,1
[H]CC1(C)O->[Zn+2]2(<-[O-]C1=O)(<-[O-]C(=O)C(C)(C[H])O->2)(<-O[H])<-O[H],EHIBIG,CC(C)(O)C(=O)O.CC(C)(O)C(=O)O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])COc2c(C)cc(C)cc2C(c2ccccc2)c2cc(C)cc(C)c2OCC(=O)[O-]->1)(<-n1ccccc1)<-n1ccccc1,TAWVEU,Cc1cc(C)c(OCC(=O)O)c(C(c2ccccc2)c2cc(C)cc(C)c2OCC(=O)O)c1.O.c1ccncc1.c1ccncc1,Zn,5.0,+2,1
[H]O->[Pd+2]123<-NC(C)(C)Cc4ccccc4[C-]->1(C)C1(C)C(C)=C(C)C->2(C)=C->31C,LUCYAK,CC1=C(C)C(C)(C(C)c2ccccc2CC(C)(C)N)C(C)=C1C.O,Pd,5.0,+2,1
[H]O->[Pd+2]12<-[c-]3c4cccc3CS->1CCOCCOCCOCCOCCOCCS->2C4,ZIDZER,O.c1cc2cc(c1)CSCCOCCOCCOCCOCCOCCSC2,Pd,4.0,+2,1
[H]O->[Zn+2](<-O=C([O-])c1cccc(OC)c1O)(<-O=C([O-])c1cccc(OC)c1O)<-O[H],WUZNIP,COc1cccc(C(=O)O)c1O.COc1cccc(C(=O)O)c1O.O.O,Zn,4.0,+2,1
[H]O->[Cd+2](<-N#CC1=C([O-])NC(=O)C1=C(C#N)C#N)(<-N#CC1=C([O-])NC(=O)C1=C(C#N)C#N)(<-O[H])(<-O[H])<-O[H],JIRLIG,N#CC(C#N)=C1C(=O)NC([O-])=C1C#N.N#CC(C#N)=C1C(=O)NC([O-])=C1C#N.O.O.O.O,Cd,6.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-n1cccc(Oc2ccc(C(=O)O)c(C(=O)[O-])c2)c1)<-n1cccc(Oc2ccc(C(=O)O)c(C(=O)[O-])c2)c1,QAYKIN,O.O.O.O.O=C([O-])c1cc(Oc2cccnc2)ccc1C(=O)O.O=C([O-])c1ccc(Oc2cccnc2)cc1C(=O)O,Zn,6.0,+2,1
[H]O->[Fe+2]12(<-[O-]C(=O)c3c(C(=O)O)[nH]c(CC)n->13)(<-[O-]C(=O)c1c(C(=O)O)[nH]c(CC)n->21)<-O[H],HAKDOO,CCc1nc(C(=O)O)c(C(=O)[O-])[nH]1.CCc1nc(C(=O)O)c(C(=O)[O-])[nH]1.O.O,Fe,6.0,+2,1
[H]O->[Zn+2]12(<-O=[N+]3C(=C([O-])[O-]->1)C=C(Cl)c1ccccc13)(<-O=[N+]1C(=C([O-])[O-]->2)C=C(Cl)c2ccccc21)<-OC,VATWIY,CO.O.O=C(O)c1cc(Cl)c2ccccc2[n+]1[O-].O=C(O)c1cc(Cl)c2ccccc2[n+]1[O-],Zn,6.0,+2,1
[H]O->[Pd+2](<-O=C(C)[O-])(<-O=C(C)[O-])<-[C]1N(c2c(C)cc(C)cc2C)C=CN1c1c(C)cc(C)cc1C,KAWGOF,CC(=O)O.CC(=O)O.Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.O,Pd,4.0,+2,1
[H]O->[Zn+2]123<-[n-]4[c+]5[cH+][cH+][c+]4[c-](-[c-]4[cH+][cH+][cH+][cH-][cH-]4)[c+]4[cH-][cH+][c-]([c+]([C+]6[CH+][CH+][CH+][CH-][CH-]6)[c-]6[n-]->1[c-]([c-]([C+]1[CH+][CH+][CH+][CH-][CH-]1)[c-]1[cH+][cH-][c+]([c-]5[C-]5[CH+][CH-][CH-][CH+][CH-]5)[n-]->21)[CH+][CH-]6)[n-]->34,XIYFUG,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1.O,Zn,5.0,+2,1
[H]O->[Zn+2]123<-[O-]c4c(C=N->1CCCN->2=Cc1cccc(OCC)c1[O-]->3)cccc4OCC,HATCEN,CCOc1cccc(C=NCCCN=Cc2cccc(OCC)c2O)c1O.O,Zn,5.0,+2,1
[H]O->[Ni+2]1(<-O=C([O-])c2c(F)c(F)c(F)c(F)c2F)<-N2=C(C)CC(C)(C)N->1CCCN(C)CCC2,KEZSAK,CC1=NCCCN(C)CCCNC(C)(C)C1.O.O=C(O)c1c(F)c(F)c(F)c(F)c1F,Ni,5.0,+2,1
[H]O->[Pd+2]12<-N(CCN->1(CCNS(=O)(=O)c1ccc(C)cc1)CCN->2=S(=O)([O-])c1ccc(C)cc1)=S(=O)([O-])c1ccc(C)cc1,DIPPAW,Cc1ccc(S(=O)(=O)NCCN(CCNS(=O)(=O)c2ccc(C)cc2)CCNS(=O)(=O)c2ccc(C)cc2)cc1.O,Pd,4.0,+2,1
[H]O->[Zn+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1cccc(C=NNC(N)=O)c1)<-n1cccc(C=NNC(N)=O)c1,WIMXIA,N=C=S.N=C=S.NC(=O)NN=Cc1cccnc1.NC(=O)NN=Cc1cccnc1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]123(<-[O-]c4c(Cl)cc(Cl)cc4C=N->1OCCON->2=Cc1cc(Cl)cc(Cl)c1[O-]->3)<-O[H],FOQQIM,O.O.Oc1c(Cl)cc(Cl)cc1C=NOCCON=Cc1cc(Cl)cc(Cl)c1O,Zn,6.0,+2,1
[H]O->[Pd+2]1(<-O=C(C)c2c([H])ccc[c-]->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,IGOVOP,CC(=O)c1ccccc1.O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Pd,4.0,+2,1
[H]O->[Zn+2]123<-[O-]c4c(C=N->1CCN->2=Cc1cccc(OCC)c1[O-]->3)cccc4OCC,AYISEH,CCOc1cccc(C=NCCN=Cc2cccc(OCC)c2O)c1O.O,Zn,5.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-n1nn[c-](-c2ccncc2)n1)<-n1nn[c-](-c2ccncc2)n1,DEVTEE,O.O.O.O.c1cc(c2nnnn2)ccn1.c1cc(c2nnnn2)ccn1,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-N3=C[CH-]C=CC3=C3N=C(c4ccc(-c5ccncc5)cc4)N=N->13)<-N1=C[CH-]C=CC1=C1N=C(c3ccc(-c4ccncc4)cc3)N=N->21,MEVYUJ,O.O.c1ccc(-c2nc(-c3ccc(-c4ccncc4)cc3)n[nH]2)nc1.c1ccc(-c2nc(-c3ccc(-c4ccncc4)cc3)n[nH]2)nc1,Zn,6.0,+2,1
[H]O->[Cd+2](<-O=C([O-])CCNS(=O)(=O)c1ccc(C)cc1)(<-O=C([O-])CCNS(=O)(=O)c1ccc(C)cc1)(<-O[H])(<-O[H])<-O[H],KAPVIG,Cc1ccc(S(=O)(=O)NCCC(=O)O)cc1.Cc1ccc(S(=O)(=O)NCCC(=O)O)cc1.O.O.O.O,Cd,6.0,+2,1
[H]O->[Cd+2](<-Nc1ccc(Cc2ccc(N)cc2)cc1)(<-Nc1ccc(Cc2ccc(N)cc2)cc1)(<-O=C(C)[O-])(<-O=C(C)[O-])<-O[H],AWOPAD,CC(=O)O.CC(=O)O.Nc1ccc(Cc2ccc(N)cc2)cc1.Nc1ccc(Cc2ccc(N)cc2)cc1.O.O,Cd,6.0,+2,1
[H]O->[Cd+2](<-O=C([O-])Cn1cnc2c(N)nc(N)nc21)(<-O=C([O-])Cn1cnc2c(N)nc(N)nc21)(<-O[H])(<-O[H])<-O[H],SACQIZ,Nc1nc(N)c2ncn(CC(=O)O)c2n1.Nc1nc(N)c2ncn(CC(=O)O)c2n1.O.O.O.O,Cd,6.0,+2,1
[H]O->[Zn+2]12(<-O=C3C(=O->1)c1ccccc1C([O-])=C3C)(<-O=C1C(=O->2)c2ccccc2C([O-])=C1C)<-O[H],CEXPOM,CC1=C(O)C(=O)c2ccccc2C1=O.CC1=C(O)C(=O)c2ccccc2C1=O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3cc(-c4ccncc4)ccn->13)(<-O=C([O-])c1cc(-c3ccncc3)ccn->21)<-O[H],MESZAM,O.O.O=C(O)c1cc(-c2ccncc2)ccn1.O=C(O)c1cc(-c2ccncc2)ccn1,Zn,6.0,+2,1
[H]O->[Zn+2](<-N)(<-N(c1ncccn1)=S(=O)([O-])c1ccc(N)cc1)<-N(c1ncccn1)=S(=O)([O-])c1ccc(N)cc1,ZILTIA,N.Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1.Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.O,Zn,5.0,+2,1
[H]O->[Zn+2](<-N#C[N+]#C[N-2])(<-N#C[N+]#C[N-2])(<-O[H])(<-n1cccc(-c2nnc(-c3cccnc3)n2N)c1)<-n1cccc(-c2nnc(-c3cccnc3)n2N)c1,YESWEB,N#C[N-]C#N.N#C[N-]C#N.Nn1c(-c2cccnc2)nnc1-c1cccnc1.Nn1c(-c2cccnc2)nnc1-c1cccnc1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-n3ccccc3-c3oc([S-])nn->13)<-n1ccccc1-c1oc([S-])nn->21,MIKJOG,O.O.[S-]c1nnc(-c2ccccn2)o1.[S-]c1nnc(-c2ccccn2)o1,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])CO->1CC([O-])=O->2)(<-O[H])<-n1ccc(C(N)=O)cc1,EQIMEY,NC(=O)c1ccncc1.O.O.O=C(O)COCC(=O)O,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-O=C(C)[O-])<-N2(C)CCCN3CCN(CC2)CCN->1(C)CC3,KULROA,CC(=O)O.CN1CCCN2CCN(C)CCN(CC1)CC2.O,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])c2ccc([N+](=O)[O-])cc2)(<-O=C([O-]->1)c1ccc([N+](=O)[O-])cc1)(<-[O-][S+](C)C)<-[O-][S+](C)C,BOHYED,CS(C)=O.CS(C)=O.O.O=C(O)c1ccc([N+](=O)[O-])cc1.O=C(O)c1ccc([N+](=O)[O-])cc1,Zn,5.0,+2,1
[H]O->[Cd+2]12(<-[O-]C(=O)c3sccn->13)(<-[O-]C(=O)c1sccn->21)<-O[H],JOPHOO,O.O.O=C(O)c1nccs1.O=C(O)c1nccs1,Cd,6.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-n1nc(-c2ccncc2)oc1[S-])<-n1nc(-c2ccncc2)oc1[S-],VAZDIK,O.O.O.O.Sc1nnc(-c2ccncc2)o1.Sc1nnc(-c2ccncc2)o1,Zn,6.0,+2,1
[H]O->[Cd+2]12(<-[O-]c3n[nH]c(=O)c4cccn->1c34)(<-[O-]c1n[nH]c(=O)c3cccn->2c13)<-O[H],VIBVAF,O.O.O=c1[nH]nc(O)c2ncccc12.O=c1[nH]nc(O)c2ncccc12,Cd,6.0,+2,1
[H]O->[Ni+2]123<-N(CCN->1(CCN->2=S(=O)([O-])c1ccc(C)cc1)CCN->3=S(=O)([O-])c1ccc(C)cc1)=S(=O)([O-])c1ccc(C)cc1,GEKJIS,Cc1ccc(S(=O)(=O)[N-]CCN(CCNS(=O)(=O)c2ccc(C)cc2)CCNS(=O)(=O)c2ccc(C)cc2)cc1.O,Ni,5.0,+2,1
[H]O->[Zn+2]12(<-O=c3cc[nH]cc3S(=O)([O-])=O->1)(<-O=c1cc[nH]cc1S(=O)([O-])=O->2)<-O[H],FUGNEB,O.O.O=c1cc[nH]cc1S(=O)(=O)O.O=c1cc[nH]cc1S(=O)(=O)O,Zn,6.0,+2,1
[H]O->[Ni+2]1(<-[C]2N(c3c(C(C)C)cccc3C(C)C)CCN2c2c(C(C)C)cccc2C(C)C)<-[C-](F)(F)C(F)(F)C(F)(F)[C-]->1(F)F,RUKQEV,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)C1.FC(F)C(F)(F)C(F)(F)C(F)F.O,Ni,4.0,+2,1
[H]O->[Zn+2]12(<-O=Nc3c(C)nn(C)c3[O-]->1)(<-O=Nc1c(C)nn(C)c1[O-]->2)<-O[H],ZUDLUF,CC1=NN(C)C(=O)C1=NO.CC1=NN(C)C(=O)C1=NO.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])c2cc(Cl)ccc2O)(<-O=C([O-])c2cc(Cl)ccc2O)<-n2ccccc2-c2ccccn->12,XIKWEU,O.O=C(O)c1cc(Cl)ccc1O.O=C(O)c1cc(Cl)ccc1O.c1ccc(-c2ccccn2)nc1,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-]->1)c1c(Cl)ccc3cc(Cl)cnc13)(<-O=C([O-])c1c(Cl)ccc3cc(Cl)cn->2c13)<-O[H],BOFVAU,O.O.O=C(O)c1c(Cl)ccc2cc(Cl)cnc12.O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,Zn,5.0,+2,1
[H]O->[Zn+2]123<-[O-]c4c(Br)cc(Br)cc4C=N->1c1ccccc1N->2=Cc1cc(Br)cc(Br)c1[O-]->3,MURQIA,O.Oc1c(Br)cc(Br)cc1C=Nc1ccccc1N=Cc1cc(Br)cc(Br)c1O,Zn,5.0,+2,1
[H]O->[Fe+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1cccc(-c2nnc(-c3cccnc3)o2)c1)<-n1cccc(-c2nnc(-c3cccnc3)o2)c1,WAMNEE,N=C=S.N=C=S.O.O.c1cncc(-c2nnc(-c3cccnc3)o2)c1.c1cncc(-c2nnc(-c3cccnc3)o2)c1,Fe,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-]->1)c1ccccc1C(=O)O)(<-O=C([O-]->2)c1ccccc1C(=O)O)<-O[H],CIWDOC,O.O.O=C(O)c1ccccc1C(=O)O.O=C(O)c1ccccc1C(=O)O,Zn,4.0,+2,1
[H]O->[Zn+2]12(<-[O-]C(=O)c3ccc(O)cn->13)(<-[O-]C(=O)c1ccc(O)cn->21)<-O[H],BUZQUK,O.O.O=C(O)c1ccc(O)cn1.O=C(O)c1ccc(O)cn1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-n1c([O-])[nH]c(=O)[nH]c1=O)<-n1c([O-])[nH]c(=O)[nH]c1=O,SUQCIR,O.O.O.O.O=c1[nH]c(=O)[nH]c(=O)[nH]1.O=c1[nH]c(=O)[nH]c(=O)[nH]1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])c1ccc(Cl)cc1O)(<-O=C([O-])c1ccc(Cl)cc1O)(<-O[H])(<-n1cccc(C(=O)NC)c1)<-n1cccc(C(=O)NC)c1,AMEQAL,CNC(=O)c1cccnc1.CNC(=O)c1cccnc1.O.O.O=C(O)c1ccc(Cl)cc1O.O=C(O)c1ccc(Cl)cc1O,Zn,6.0,+2,1
[H]O->[Cd+2](<-[O-]C(=O)C=CC(=O)O)(<-[O-]C(=O)C=CC(=O)O)(<-O[H])(<-O[H])<-O[H],KAMSAT,O.O.O.O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,Cd,6.0,+2,1
[H]O->[Cd+2](<-O=C([O-])Cn1cc(F)c(=O)[nH]c1=O)(<-O=C([O-])Cn1cc(F)c(=O)[nH]c1=O)(<-O[H])(<-n1c[nH]c2cccc([H])c21)<-n1c[nH]c2cccc([H])c21,JAYGOG,O.O.O=C(O)Cn1cc(F)c(=O)[nH]c1=O.O=C(O)Cn1cc(F)c(=O)[nH]c1=O.c1ccc2[nH]cnc2c1.c1ccc2[nH]cnc2c1,Cd,6.0,+2,1
[H]O->[Zn+2]12(<-O=C(C)[O-])<-[O-]c3ccccc3C=N->1CCO->2,WUDMAJ,CC(=O)O.O.OCCN=Cc1ccccc1O,Zn,5.0,+2,1
[H]O->[Zn+2]123<-[O-]c4c(C)cccc4C=N->1c1ccccc1N->2=Cc1cccc(C)c1[O-]->3,AFEJAX,Cc1cccc(C=Nc2ccccc2N=Cc2cccc(C)c2O)c1O.O,Zn,5.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])c2ccc(C(=O)[O-])cn->12)(<-O[H])(<-O[H])<-O[H],BUXZUQ,O.O.O.O.O=C([O-])c1ccc(C(=O)O)nc1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-n1ccc(C2=NC(=C([O-])[O-])C=[S+]2)cc1)<-n1ccc(C2=NC(=C([O-])[O-])C=[S+]2)cc1,GOMCOB,O.O.O.O.O=C([O-])c1csc(-c2ccncc2)n1.O=C([O-])c1csc(-c2ccncc2)n1,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3c(F)cc(F)cn->13)(<-O=C([O-])c1c(F)cc(F)cn->21)<-O[H],DENRAS,O.O.O=C(O)c1ncc(F)cc1F.O=C(O)c1ncc(F)cc1F,Zn,6.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-N1=NN=[NH+]C1=NN([O-])[O-])<-N1=NN=[NH+]C1=NN([O-])[O-],GIFDEH,O.O.O.O.O=[N+]([O-])N=c1[nH]nn[nH]1.O=[N+]([O-])N=c1[nH]nn[nH]1,Zn,6.0,+2,1
[H]O->[Cd+2]123(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1-c1cc(-c2ccc(-c4cncnc4)cc2)cc(-c2ccccn2)n->31,XIHCUO,O.O=N(O)O.O=[N+]([O-])O.c1ccc(c2cc(c3ccc(c4cncnc4)cc3)cc(c3ccccn3)n2)nc1,Cd,7.0,+2,1
[H]O->[Pd+2]1(<-[c-]2cc(C)ccc2N=N->1c1ccc(C)cc1)<-P(CC)(CC)CC,RUNDEJ,CCP(CC)CC.Cc1ccc(N=Nc2ccc(C)cc2)cc1.O,Pd,4.0,+2,1
[H]O->[Zn+2](<-[I-])(<-[I-])<-n1ccnc(Cl)c1,QIWSEV,Clc1cnccn1.I.I.O,Zn,4.0,+2,1
[H]O->[Zn+2]123<-[O-]c4c(Cl)cc(Cl)cc4C=N->1CC(C)(C)CN->2=Cc1cc(Cl)cc(Cl)c1[O-]->3,XECTEG,CC(C)(CN=Cc1cc(Cl)cc(Cl)c1O)CN=Cc1cc(Cl)cc(Cl)c1O.O,Zn,5.0,+2,1
[H]O->[Zn+2]123(<-N=c4c(C=N->1NC(=O)c1ccccc1)c([O-])n(C)c(=O)n4C)<-O=N->2[O-]->3,XACGUD,Cn1c(N)c(C=NNC(=O)c2ccccc2)c(=O)n(C)c1=O.O.O=NO,Zn,5.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)CSc1nnc(C)s1)(<-[O-]C(=O)CSc1nnc(C)s1)(<-O[H])(<-O[H])<-O[H],DEKGEI,Cc1nnc(SCC(=O)O)s1.Cc1nnc(SCC(=O)O)s1.O.O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])C(C)(C)C)(<-O=C([O-])C(C)(C)C)<-O[H],ONATED,CC(C)(C)C(=O)O.CC(C)(C)C(=O)O.O.O,Zn,4.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)c1cccc(O)c1)(<-[O-]C(=O)c1cccc(O)c1)(<-O[H])(<-n1cccc(C(N)=O)c1)<-n1cccc(C(N)=O)c1,BIBDOH,NC(=O)c1cccnc1.NC(=O)c1cccnc1.O.O.O=C(O)c1cccc(O)c1.O=C(O)c1cccc(O)c1,Zn,6.0,+2,1
[H]O->[Ni+2]12<-[c-]3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3CP->2(C(C)(C)C)C(C)(C)C,UTAYIY,CC(C)(C)P(Cc1cccc(CP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C.O,Ni,4.0,+2,1
[H]O->[Zn+2](<-O=C([O-])c1[nH]c(=O)[nH]c(=O)c1N)(<-O=C([O-])c1[nH]c(=O)[nH]c(=O)c1N)(<-[O-][S+](C)C)(<-[O-][S+](C)C)<-O[H],NOMMUX,CS(C)=O.CS(C)=O.Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O.Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-[O-]c3nc(N)nc4nccn->1c34)(<-[O-]c1nc(N)nc3nccn->2c13)<-O[H],ZACZOS,Nc1nc(O)c2nccnc2n1.Nc1nc(O)c2nccnc2n1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]123<-O=C([O-])C4c5ccccc5OCCOc5ccccc5C(C([O-])=O->1)N->2CCCN->34,EXOFAZ,O.O=C(O)C1NCCCNC(C(=O)O)c2ccccc2OCCOc2ccccc21,Zn,5.0,+2,1
[H]O->[Zn+2](<-[OH-])(<-O=C([O-])COc1ccccc1Cl)(<-O=C(O)C(O)Oc1ccccc1Cl)<-O[H],FISDAM,O.O.O.O.O=C(O)COc1ccccc1Cl.O=C(O)COc1ccccc1Cl,Zn,6.0,+2,1
[H]O->[Zn+2](<-[I-])(<-[I-])<-n1cn(C)c2c(=O)n(C)c(=O)n(C)c21,RITKUD,Cn1c(=O)c2c(ncn2C)n(C)c1=O.I.I.O,Zn,4.0,+2,1
[H]O->[Pd+2]1(<-[c-]2cc(C)ccc2N=N->1c1ccc(C)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,RUNDIN,Cc1ccc(N=Nc2ccc(C)cc2)cc1.O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Pd,4.0,+2,1
[H]O->[Ni+2]12<-[O-]C(=NN->1=Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-]->2)c1ccccc1NC(=O)c1ccc(Cl)cc1Cl,RIPQAL,CC(C)(C)c1cc(C=NN=C(O)c2ccccc2NC(=O)c2ccc(Cl)cc2Cl)c(O)c(C(C)(C)C)c1.O,Ni,4.0,+2,1
[H]O->[Zn+2](<-O[H])(<-O[H])(<-O[H])(<-n1cnn2c([O-])cc(C)nc21)<-n1cnn2c([O-])cc(C)nc21,EKIGEM,Cc1cc([O-])n2ncnc2n1.Cc1cc([O-])n2ncnc2n1.O.O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])c1ccc([N+](=O)[O-])cc1O)(<-O=C([O-])c1ccc([N+](=O)[O-])cc1O)(<-O[H])(<-O[H])<-O[H],TIPXIZ,O.O.O.O.O=C(O)c1ccc([N+](=O)[O-])cc1O.O=C(O)c1ccc([N+](=O)[O-])cc1O,Zn,6.0,+2,1
