smiles,Name,LigandSmiles,Metal,bondorder,oxidation_states,classification
O=[C]->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(Cl)C(c1ccccc1)(c1ccccc1)c1ccccc1,REHNEA,C#O.C#O.C#O.C#O.C#O.ClPC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0,0,6
CC1=C(C)S2->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(C=C2S1)(c1ccccc1)c1ccccc1,GANHUZ,C#O.C#O.C#O.C#O.CC1=C(C)SC(=CP(c2ccccc2)c2ccccc2)S1,W,6.0,0,6
CC(C)(C)C1=PC2(C(C)(C)C)P3C4(C(C)(C)C)P1C2(C(C)(C)C)PP34->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,QOFSAH,C#O.C#O.C#O.C#O.C#O.CC(C)(C)C1=PC2(C(C)(C)C)P3P4PC2(C(C)(C)C)P1C43C(C)(C)C,Mo,6.0,0,6
O=[C]->[W]12345(<-[C]=O)(<-[C]=O)<-C6=C->1C->2=C->3C->4=C->5C6,HAJVIX,C#O.C#O.C#O.C1=CC=CCC=C1,W,9.0,0,6
CCO[C](/C=C(\[CH][C](C1=CCCCC1)N1CCOCC1)c1ccccc1)->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,NODKOG,C#O.C#O.C#O.C#O.C#O.CCOCC=C(C=C(C1=CCCCC1)N1CCOCC1)c1ccccc1,W,6.0,0,6
CCN1C(C)=C(C)N(CC)[C]1->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,WEYWIG,C#O.C#O.C#O.C#O.C#O.CCn1cn(CC)c(C)c1C,W,6.0,0,6
CN(=CC=Cc1ccccc1)->[Fe](<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,MCINIF,C#O.C#O.C#O.C#O.CN=CC=Cc1ccccc1,Fe,5.0,0,6
CCP(CC)(CC)->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(CC)(CC)CC,BILMIS,C#O.C#O.C#O.C#O.CCP(CC)CC.CCP(CC)CC,Mo,6.0,0,6
C[Si](C)(C)C=CC(=P(N([Si](C)(C)C)[Si](C)(C)C)->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)[Si](C)(C)C,GEDXOC,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C=CC(=PN([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,Mo,6.0,0,6
COC(=O)C12->[Fe]34(<-[C]=O)(<-[C]=O)(<-[C]=O)<-C5=C->3C(CCC51)C->4=2C(=O)OC,JULFEB,C#O.C#O.C#O.COC(=O)C1=C(C(=O)OC)C2C=CC1CC2,Fe,7.0,0,6
O=[C]->[W]1(<-[C]=O)(<-[C]=O)(<-[C]=O)<-Nc2ccccc2P->1(c1ccccc1)c1ccccc1,LESWEL,C#O.C#O.C#O.C#O.Nc1ccccc1P(c1ccccc1)c1ccccc1,W,6.0,0,6
COc1ccccc1P1(c2ccccc2OC)N(C)N(C)P(c2ccccc2OC)(c2ccccc2OC)->[Cr]<-1(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,FUMNUX,C#O.C#O.C#O.C#O.COc1ccccc1P(c1ccccc1OC)N(C)N(C)P(c1ccccc1OC)c1ccccc1OC,Cr,6.0,0,6
CN1C=CN2Cc3ccccc3P(C3CCCCC3)(C3CCCCC3)->[Pd]3(<-[C]12)<-C1=C->3C(=O)OC1=O,UNEYOD,CN1C=CN(Cc2ccccc2P(C2CCCCC2)C2CCCCC2)C1.O=C1C=CC(=O)O1,Pd,4.0,0,6
CCOC1=C2CCCC2=C(P(C2CCCCC2)(C2CCCCC2)->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)C1,DOMBAI,C#O.C#O.C#O.C#O.C#O.CCOC1=C2CCCC2=C(P(C2CCCCC2)C2CCCCC2)C1,W,6.0,0,6
C[Si](C)(C)C([Si](C)(C)C)P1(->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)CC(C(F)(F)F)O1,MAFXOJ,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C(P1CC(C(F)(F)F)O1)[Si](C)(C)C,W,6.0,0,6
COc1ccc(P(c2ccccc2OC)(c2ccccc2OC)->[Cr](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)cc1,XANTOV,C#O.C#O.C#O.C#O.C#O.COc1ccc(P(c2ccccc2OC)c2ccccc2OC)cc1,Cr,6.0,0,6
CC(C)(C)c1ccn2->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-n3ccc(C(C)(C)C)cc3-c2c1,LIWWOF,C#O.C#O.C#O.C#O.CC(C)(C)c1ccnc(c2cc(C(C)(C)C)ccn2)c1,W,6.0,0,6
C[Si](C)(C)C([Si](C)(C)C)P1(->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)OC1c1ccccc1,YEVJEO,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C(P1OC1c1ccccc1)[Si](C)(C)C,W,6.0,0,6
CCOC(=O)c1cp(C([Si](C)(C)C)[Si](C)(C)C)(->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)nc1-c1ccc(C)n1C,CAFWOW,C#O.C#O.C#O.C#O.C#O.CCOC(=O)C1=CP(C([Si](C)(C)C)[Si](C)(C)C)N=C1C1=CC=C(C)N1C,W,6.0,0,6
C[Si](C)(C)C([Si](C)(C)C)P1(->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)OC1c1ccccn1,GIRKUP,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C(P1OC1c1ccccn1)[Si](C)(C)C,W,6.0,0,6
CC1=C(C)C(C)(P2(->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)OC23CCCC3)C(C)=C1C,SERPUC,C#O.C#O.C#O.C#O.C#O.CC1=C(C)C(C)(P2OC23CCCC3)C(C)=C1C,W,6.0,0,6
[H]c1cc2->[Fe]34(<-[C]=O)(<-[C]=O)(<-c(c1=O)c->3c->42)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,KEBZUM,C#O.C#O.O=C1C=CC=CC=C1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fe,7.0,0,6
O=[C]->[Cr]12345(<-[C]=O)(<-[C]=O)<-c6c->1c->21c->32c(cccc->42c->56)CC1O,QOQMIS,C#O.C#O.C#O.OC1Cc2cccc3cccc1c23,Cr,9.0,0,6
CN1CCN(C)(C)->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P12OC(=O)c1ccccc1N2C,YOGSAO,C#O.C#O.C#O.C#O.CN(C)CCN(C)P1OC(=O)c2ccccc2N1C,Mo,6.0,0,6
COC(=O)C=CC(=O)OC12->[Fe]34(<-[C]=O)(<-[C]=O)(<-[C]=O)<-C(=C->31)CCC->4=2,ZEJGIH,C#O.C#O.C#O.COC(=O)C=CC(=O)OC1=CCCC=C1,Fe,7.0,0,6
C=CCP(Br)(C([Si](C)(C)C)[Si](C)(C)C)->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,VORCIR,C#O.C#O.C#O.C#O.C#O.C=CCP(Br)C([Si](C)(C)C)[Si](C)(C)C,W,6.0,0,6
O=[C]->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P1(c2ccccc2)C2(CCCC2)C12CCC2,MOYMUI,C#O.C#O.C#O.C#O.C#O.c1ccc(P2C3(CCCC3)C23CCC3)cc1,W,6.0,0,6
CC12C=C3C4C=CC(C3(CO1)C(C#N)(C#N)C2(C#N)C#N)C12=C->[Fe]<-13(<-[C]=O)(<-[C]=O)(<-[C]=O)<-C=C->342,DADJIB,C#O.C#O.C#O.C=C1C(=C)C2C=CC1C1=CC3(C)OCC12C(C#N)(C#N)C3(C#N)C#N,Fe,7.0,0,6
COC(=O)C1=C(C(=O)OC)->[Mo]<-123(<-[C]=O)(<-[C]=O)(<-Nc1ccccc1N->2)<-C(C(=O)OC)=C->3C(=O)OC,HADPAD,C#O.C#O.COC(=O)C=CC(=O)OC.COC(=O)C=CC(=O)OC.Nc1ccccc1N,Mo,8.0,0,6
O=[C]->[Cr]1(<-[C]=O)(<-[C]=O)(<-[C]=O)<-Nc2ccccc2N[C]->1c1ccccc1,JUHTUB,C#O.C#O.C#O.C#O.Nc1ccccc1NCc1ccccc1,Cr,6.0,0,6
CC(C)P1(c2ccccc2Nc2ccccc2P(c2ccccc2)(c2ccccc2)->[Ni]<-1(<-[C]=O)<-[C]=O)C(C)C,ZEJTUF,C#O.C#O.CC(C)P(c1ccccc1Nc1ccccc1P(c1ccccc1)c1ccccc1)C(C)C,Ni,4.0,0,6
CCCC1(C)P(c2ccccc2)(c2ccccc2)->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P1(c1ccccc1)c1ccccc1,VIRBII,C#O.C#O.C#O.C#O.CCCC(C)(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,Mo,6.0,0,6
COc1ccccc1P(c1ccccc1OC)(c1ccccc1OC)->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,XANTIP,C#O.C#O.C#O.C#O.C#O.COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,W,6.0,0,6
CC(C)(C)N12->[W]3(<-[C]=O)(<-[C]=O)(<-[C]=O)<-N(C(C)(C)C)(C1)CN->3(C(C)(C)C)C2,NOCCEN,C#O.C#O.C#O.CC(C)(C)N1CN(C(C)(C)C)CN(C(C)(C)C)C1,W,6.0,0,6
CN1C=CN2CN3c4ccccc4N(C)[C]3->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]12,ZEHYAM,C#O.C#O.C#O.C#O.Cn1ccn(Cn2cn(C)c3ccccc32)c1,W,6.0,0,6
CC12N34->[Mo]5(<-[C]=O)(<-[C]=O)(<-[C]=O)<-N1(CCC3)CCCN->52CCC4,KIFSIB,C#O.C#O.C#O.CC12N3CCCN1CCCN2CCC3,Mo,6.0,0,6
CC(C)(C)P(Cl)(Cl)->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,FICHAD,C#O.C#O.C#O.C#O.C#O.CC(C)(C)P(Cl)Cl,W,6.0,0,6
COC(=O)C1=C(C(=O)OC)->[Ru]<-12(<-[C]=O)(<-[C]=O)<-N(=CC=N->2C(C)C)C(C)C,ZISYIJ,C#O.C#O.CC(C)N=CC=NC(C)C.COC(=O)C=CC(=O)OC,Ru,6.0,0,6
CN(C)C(C#[C-]->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(C)(C)C)=[N+](C)C,UDODAU,C#O.C#O.C#O.C#O.CP(C)C.[C-]#CC(N(C)C)=[N+](C)C,W,6.0,0,6
O=[C]->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P1(Cl)C2CCCCC21,NUDNOQ,C#O.C#O.C#O.C#O.C#O.ClP1C2CCCCC21,W,6.0,0,6
O=[C]->[Cr](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(c1ccccc1)(c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,UGUCOO,C#O.C#O.C#O.C#O.C#O.S=P(c1ccccc1)(c1ccccc1)P(c1ccccc1)c1ccccc1,Cr,6.0,0,6
O=[C]->[W]1(<-[C]=O)(<-[C]=O)(<-O2CCCC2)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,JOJPIK,C#O.C#O.C#O.C1CCOC1.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,W,6.0,0,6
CC1=Cp2(->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P1(c1ccccc1)c1ccccc1)c1ccccc1c1ccccc12,NIHLIZ,C#O.C#O.C#O.C#O.CC(=CP1c2ccccc2c2ccccc21)P(c1ccccc1)c1ccccc1,Mo,6.0,0,6
C[N+]1(C)N=C(c2ccccc2)C=[C-]1->[Cr](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,WEXMES,C#O.C#O.C#O.C#O.C#O.C[N+]1(C)C=CC(c2ccccc2)=N1,Cr,6.0,0,6
O=[C]->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(c1ccccc1)(c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,BIMRIY,C#O.C#O.C#O.C#O.C#O.O=P(c1ccccc1)(c1ccccc1)P(c1ccccc1)c1ccccc1,Mo,6.0,0,6
O=[C]->[Fe](<-[C]=O)(<-[C]=O)(<-[C]=O)<-P(n1cccc1)(n1cccc1)n1cccc1,NEQCIV,C#O.C#O.C#O.C#O.C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,Fe,5.0,0,6
C[N+](C)(C)[BH2-]P->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,RUWWAH,C#O.C#O.C#O.C#O.C#O.CN(C)(C)[BH2]P,W,6.0,0,6
CC1(C)C2[As](C)(C)->[Cr](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[As](C)(C)C1C2(C)C,MARCBC,C#O.C#O.C#O.C#O.C[As](C)C1C(C)(C)C([As](C)C)C1(C)C,Cr,6.0,0,6
O=[C]->[Cr](<-P)(<-P)(<-P)(<-[C]=O)<-[C]=O,FOKYEJ,C#O.C#O.C#O.P.P.P,Cr,6.0,0,6
Cc1ccn2[BH-]3n4ccc(C)n4->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-n12)<-n1c(C)ccn13,DEJXEV,C#O.C#O.C#O.CC1=NN([BH](N2C=CC(C)=N2)N2C=CC(C)=N2)C=C1,Mo,6.0,0,6
CN1C=CN(C)[C]1->[Pd]<-[C]1N(C)C=CN1C,PALHUH,CN1C=CN(C)C1.CN1C=CN(C)C1,Pd,2.0,0,6
O=[C]->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-p1(-c2ccccc2)c(-c2ccccn2)c2c(c1-c1ccccn1)CCCC2,JOQGAX,C#O.C#O.C#O.C#O.C#O.c1ccc(P2C(c3ccccn3)=C3CCCCC3=C2c2ccccn2)cc1,W,6.0,0,6
CC(C)=[C-]([N+](C)=Cc1ccccc1)->[Cr](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,QOKMOS,C#O.C#O.C#O.C#O.C#O.CC(C)=C[N+](C)=Cc1ccccc1,Cr,6.0,0,6
O=[C]->[W]123(<-[C]=O)(<-[C]=O)<-C(Cc4ccccc4P->1(c1ccccc1)c1ccccc1)=C->2c1ccccc1P->3(c1ccccc1)c1ccccc1,PRNCOW,C#O.C#O.C#O.C(=Cc1ccccc1P(c1ccccc1)c1ccccc1)Cc1ccccc1P(c1ccccc1)c1ccccc1,W,7.0,0,6
CC(C)(C)C1=NP(C([Si](C)(C)C)[Si](C)(C)C)(->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)CCO1,YEDYUE,C#O.C#O.C#O.C#O.C#O.CC(C)(C)C1=NP(C([Si](C)(C)C)[Si](C)(C)C)CCO1,W,6.0,0,6
CCN1(CC)CN(C)(C)->[Mo]<-1(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,ELOMUP,C#O.C#O.C#O.C#O.CCN(CC)CN(C)C,Mo,6.0,0,6
O=[C]->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-n1ccc(-c2ccncc2)cc1,WOJCIH,C#O.C#O.C#O.C#O.C#O.c1cc(c2ccncc2)ccn1,W,6.0,0,6
C[Si](C)(C)C1([Si](C)(C)C)c2cc34->[Cr]5678(<-[C]=O)(<-[C]=O)(<-[C]=O)<-c(c->5c->6c->73cc21)c->84,GOBPUI,C#O.C#O.C#O.C[Si](C)(C)C1([Si](C)(C)C)C2=Cc3ccccc3C=C21,Cr,9.0,0,6
Cc1c(C)[n+](C)c(P(=c2n(C)c(C)c(C)n2C)->[Mo](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O)n1C,PEQNAD,C#O.C#O.C#O.C#O.C#O.CC1=C(C)N(C)C(PC2N(C)C(C)=C(C)N2C)N1C,Mo,6.0,0,6
COC1c2ccccc2-c2ccccc2P1(Cl)->[W](<-[C]=O)(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,MOTCAB,C#O.C#O.C#O.C#O.C#O.COC1c2ccccc2c2ccccc2P1Cl,W,6.0,0,6
CN1c2ccccc2P(c2ccccc2)(c2ccccc2)->[W]<-1(<-[C]=O)(<-[C]=O)(<-[C]=O)<-[C]=O,LESXIQ,C#O.C#O.C#O.C#O.CNc1ccccc1P(c1ccccc1)c1ccccc1,W,6.0,0,6
